Time_s,Altitude_m,Velocity_ms,Mass_kg,Weight_N,Thrust_N,Drag_N,Acceleration_ms2,Temp_K,Press_Pa,Density_kgm3,Speed_of_Sound_ms,Mach_Number,Mass_Flow_Rate_kgs
2.8,133.846049930018,99.798991743314,67171.0207036691,658920.026783979,3116100,18865.5562194506,36.300094764875,287.280000675455,99422.5092201959,1.20586150076159,339.748589800455,0.293743652628343,870.260986133802
2.9,143.825949104349,103.429001219802,67083.9946050557,658064.275009279,3116100,20239.1402941779,36.3394666499603,287.215131330822,99283.42139287,1.20444652262694,339.710229119943,0.304462428133959,870.260986133802
3,154.168849226329,107.062947884798,66996.9685064424,657208.453703381,3116100,21659.9444638305,36.37823704812,287.147902480029,99139.4744778477,1.20298182921978,339.670468566927,0.315196514835385,870.260986133802
3.1,164.875144014809,110.70077158961,66909.942407829,656352.563078054,3116100,23127.7411851541,36.4164070099646,287.078311563904,98990.684142785,1.20146755036928,339.629306135935,0.325945875663928,870.260986133802
3.2,175.94522117377,114.342412290606,66822.9163092156,655496.603346761,3116100,24642.2871939791,36.453977826815,287.00635606237,98837.0668619285,1.19990382315547,339.586739826308,0.33671047446991,870.260986133802
3.3,187.379462402831,117.987810073288,66735.8902106022,654640.57472465,3116100,26203.3235820864,36.4909510311197,286.932033494382,98678.6399126697,1.19829079188444,339.542767642079,0.347490276092883,870.260986133802
3.4,199.17824341016,121.636905176399,66648.8641119888,653784.47742854,3116100,27810.5758827837,36.5273283967454,286.855341417834,98515.4213718283,1.19662860806132,339.497387591842,0.358285246432106,870.260986133802
3.5,211.3419339278,125.289638016074,66561.8380133755,652928.311676914,3116100,29463.7541651381,36.56311193914,286.776277429469,98347.4301116643,1.19491743036098,339.450597688619,0.369095352517256,870.260986133802
3.6,223.870897729407,128.945949209988,66474.8119147621,652072.077689901,3116100,31162.5531367998,36.5983039153666,286.694839164759,98174.6857956218,1.19315742459651,339.402395949705,0.379920562579341,870.260986133802
3.7,236.765492650406,132.605779601525,66387.7858161487,651215.775689271,3116100,32906.652255346,36.6329068240111,286.611024297772,97997.2088738067,1.19134876368545,339.352780396514,0.390760846121792,870.260986133802
3.8,250.026070610558,136.269070283926,66300.7597175353,650359.405898416,3116100,34695.7158480659,36.6669234049599,286.524830541031,97815.0205781984,1.18949162761391,339.301749054417,0.401616173991697,870.260986133802
3.9,263.652977638951,139.935762624422,66213.7336189219,649502.96854234,3116100,36529.3932400977,36.7003566390511,286.436255645347,97628.1429176002,1.18758620339833,339.249299952558,0.412486518451154,870.260986133802
4,277.646553901393,143.605798288327,66126.7075203086,648646.463847646,3116100,38407.318890824,36.7332097475975,286.345297399641,97436.5986723282,1.18563268504527,339.195431123675,0.423371853248714,870.260986133802
4.1,292.007133730226,147.279119263087,66039.6814216952,647789.89204252,3116100,40329.1125384205,36.7654861917827,286.251953630754,97240.4113886433,1.18363127350883,339.140140603905,0.434272153690882,870.260986133802
4.2,306.735045656534,150.955667882265,65952.6553230818,646933.253356716,3116100,42294.3793524496,36.7971896719295,286.156222203233,97039.6053729276,1.18158217664615,339.08342643258,0.445187396713651,870.260986133802
4.3,321.830612444761,154.635386849458,65865.6292244684,646076.548021544,3116100,44302.7100943779,36.828324126644,286.058101019109,96834.2056856082,1.17948560917059,339.025286652011,0.456117560954036,870.260986133802
4.4,337.294151129707,158.318219262122,65778.603125855,645219.776269851,3116100,46353.6812858955,36.8588937318322,285.957588017657,96624.2381348322,1.17734179260297,338.965719307269,0.467062626821588,870.260986133802
4.5,353.125973055919,162.004108635305,65691.5770272417,644362.938336008,3116100,48446.8553849012,36.8889028995936,285.854681175137,96409.7292698942,1.17515095522067,338.904722445955,0.47802257656985,870.260986133802
4.6,369.326383919449,165.692998925265,65604.5509286283,643506.034455892,3116100,50581.7809690172,36.9183562769909,285.749378504524,96190.7063744218,1.17291333200468,338.842294117953,0.488997394367735,870.260986133802
4.7,385.895683811976,169.384834552964,65517.5248300149,642649.064866871,3116100,52757.9929264846,36.9472587446966,285.641678055222,95967.1974593205,1.17062916458463,338.778432375186,0.499987066370789,870.260986133802
4.8,402.834167267272,173.079560427434,65430.4987314015,641792.029807785,3116100,54975.0126542882,36.9756154155193,285.531577912763,95739.2312554828,1.16829870118187,338.71313527135,0.51099158079233,870.260986133802
4.9,420.142123310015,176.777121968985,65343.4726327881,640934.929518928,3116100,57232.3482633511,37.0034316328093,285.419076198485,95506.8372062643,1.16592219655053,338.646400861653,0.52201092797441,870.260986133802
5,437.819835506914,180.477465132266,65256.4465341748,640077.764242035,3116100,59529.4947906334,37.0307129687458,285.304171069205,95270.0454597312,1.16349991191664,338.578227202528,0.533045100458601,870.260986133802
5.1,455.867582020141,184.180536429141,65169.4204355614,639220.534220256,3116100,61865.934417964,37.0574652225074,285.186860716869,95028.8868606828,1.1610321149154,338.508612351352,0.544094093056552,870.260986133802
5.2,474.285635663055,187.886282951392,65082.394336948,638363.239698146,3116100,64241.1366974281,37.0836944183269,285.06714336819,94783.3929424532,1.1585190795265,338.437554366147,0.555157902920319,870.260986133802
5.3,493.074263958194,191.594652393224,64995.3682383346,637505.880921638,3116100,66654.5587831281,37.1094068034322,284.945017284272,94533.5959184961,1.15596108600763,338.365051305273,0.566236529612414,870.260986133802
5.4,512.233729197516,195.305593073568,64908.3421397212,636648.45813803,3116100,69105.6456691294,37.134608845876,284.820480760216,94279.5286737574,1.1533584208262,338.291101227116,0.577329975175571,870.260986133802
5.5,531.764288504873,199.019053958155,64821.3160411079,635790.97159596,3116100,71593.8304333988,37.1593072322552,284.693532124718,94021.2247558395,1.15071137658922,338.215702189759,0.588438244202198,870.260986133802
5.6,551.666193900689,202.734984681381,64734.2899424945,634933.42154539,3116100,74118.5344875381,37.1835088653221,284.564169739645,93758.7183659627,1.14802025197147,338.138852250654,0.599561343903475,870.260986133802
5.7,571.939692368827,206.453335567913,64647.2638438811,634075.808237585,3116100,76679.167832109,37.2072208614901,284.432391999603,93492.0443497268,1.145285351642,338.060549466276,0.610699284178109,870.260986133802
5.8,592.585025925618,210.174057654062,64560.2377452677,633218.13192509,3116100,79275.1293173454,37.2304505482362,284.298197331483,93221.2381876794,1.14250698618888,337.980791891773,0.621852077680684,870.260986133802
5.9,613.602431691024,213.897102708886,64473.2116466543,632360.392861711,3116100,81905.8069090399,37.2532054614017,284.161584194008,92946.3359856943,1.13968547204234,337.899577580607,0.633019739889612,870.260986133802
6,634.992141961913,217.622423255026,64386.185548041,631502.591302493,3116100,84570.5779593928,37.2754933423935,284.022551077248,92667.3744651659,1.13682113139637,337.816904584182,0.644202289174655,870.260986133802
6.1,656.754384287416,221.349972589265,64299.1594494276,630644.727503698,3116100,87268.8094826043,37.2973221352903,283.881096502132,92384.3909530242,1.1339142921287,337.732770951468,0.655399746863988,870.260986133802
