Time_s,Altitude_m,Velocity_ms,Mass_kg,Acceleration_ms2,AccelG,Thrust_N,Drag_N,MachNumber,AtmDensity_kgm3,AtmPressure_Pa,CombTemp_K,CombPressure_Pa,NetForce_N
0.0,0.000000,0.000000,155250.000000,10.39946916,1.06045073,3137000.00,0.000000,0.00000000,1.2250000000,101325.0000,3600.00,9720000.00,1614517.587500
0.1,0.000000,1.039947,155162.360281,10.41086758,1.06161305,3137000.00,2.253527,0.00305631,1.2250000000,101325.0000,3600.00,9720000.00,1615374.786028
0.2,0.103995,2.081034,155074.720561,10.42225007,1.06277374,3137000.00,9.023880,0.00611597,1.2249850126,101323.7603,3600.00,9720000.00,1616227.517377
0.3,0.312098,3.123259,154987.080842,10.43361652,1.06393279,3137000.00,20.325459,0.00917900,1.2249550220,101321.2797,3600.00,9720000.00,1617075.767117
0.4,0.624424,4.166620,154899.441122,10.44496681,1.06509020,3137000.00,36.172319,0.01224539,1.2249100128,101317.5568,3600.00,9720000.00,1617919.521164
0.5,1.041086,5.211117,154811.801403,10.45630082,1.06624595,3137000.00,56.578165,0.01531516,1.2248499703,101312.5904,3600.00,9720000.00,1618758.765782
0.6,1.562198,6.256747,154724.161683,10.46761844,1.06740002,3137000.00,81.556351,0.01838832,1.2247748804,101306.3794,3600.00,9720000.00,1619593.487588
0.7,2.187872,7.303509,154636.521964,10.47891955,1.06855242,3137000.00,111.119876,0.02146486,1.2246847296,101298.9226,3600.00,9720000.00,1620423.673550
0.8,2.918223,8.351401,154548.882244,10.49020405,1.06970312,3137000.00,145.281382,0.02454479,1.2245795047,101290.2190,3600.00,9720000.00,1621249.310996
0.9,3.753363,9.400421,154461.242525,10.50147183,1.07085211,3137000.00,184.053155,0.02762813,1.2244591935,101280.2676,3600.00,9720000.00,1622070.387611
1.0,4.693405,10.450568,154373.602805,10.51272278,1.07199939,3137000.00,227.447114,0.03071487,1.2243237842,101269.0673,3600.00,9720000.00,1622886.891441
1.1,5.738462,11.501841,154285.963086,10.52395680,1.07314494,3137000.00,275.474819,0.03380502,1.2241732654,101256.6172,3600.00,9720000.00,1623698.810899
1.2,6.888646,12.554236,154198.323367,10.53517379,1.07428875,3137000.00,328.147458,0.03689859,1.2240076267,101242.9165,3600.00,9720000.00,1624506.134760
1.3,8.144070,13.607754,154110.683647,10.54637364,1.07543082,3137000.00,385.475856,0.03999559,1.2238268579,101227.9644,3600.00,9720000.00,1625308.852173
1.4,9.504845,14.662391,154023.043928,10.55755627,1.07657113,3137000.00,447.470461,0.04309601,1.2236309496,101211.7600,3600.00,9720000.00,1626106.952654
1.5,10.971085,15.718147,153935.404208,10.56872157,1.07770967,3137000.00,514.141350,0.04619988,1.2234198931,101194.3026,3600.00,9720000.00,1626900.426094
1.6,12.542899,16.775019,153847.764489,10.57986945,1.07884644,3137000.00,585.498224,0.04930718,1.2231936799,101175.5915,3600.00,9720000.00,1627689.262761
1.7,14.220401,17.833006,153760.124769,10.59099982,1.07998142,3137000.00,661.550405,0.05241794,1.2229523026,101155.6262,3600.00,9720000.00,1628473.453299
1.8,16.003702,18.892106,153672.485050,10.60211259,1.08111461,3137000.00,742.306836,0.05553215,1.2226957540,101134.4059,3600.00,9720000.00,1629252.988733
1.9,17.892912,19.952317,153584.845330,10.61320768,1.08224599,3137000.00,827.776076,0.05864983,1.2224240278,101111.9303,3600.00,9720000.00,1630027.860470
2.0,19.888144,21.013638,153497.205611,10.62428501,1.08337557,3137000.00,917.966300,0.06177097,1.2221371180,101088.1988,3600.00,9720000.00,1630798.060303
2.1,21.989508,22.076066,153409.565891,10.63534448,1.08450332,3137000.00,1012.885295,0.06489559,1.2218350195,101063.2109,3600.00,9720000.00,1631563.580409
2.2,24.197114,23.139601,153321.926172,10.64638603,1.08562924,3137000.00,1112.540463,0.06802368,1.2215177277,101036.9663,3600.00,9720000.00,1632324.413356
2.3,26.511075,24.204239,153234.286453,10.65740958,1.08675333,3137000.00,1216.938811,0.07115527,1.2211852384,101009.4647,3600.00,9720000.00,1633080.552100
2.4,28.931498,25.269980,153146.646733,10.66841504,1.08787558,3137000.00,1326.086955,0.07429035,1.2208375484,100980.7058,3600.00,9720000.00,1633831.989990
2.5,31.458497,26.336822,153059.007014,10.67940236,1.08899597,3137000.00,1439.991119,0.07742893,1.2204746548,100950.6893,3600.00,9720000.00,1634578.720771
2.6,34.092179,27.404762,152971.367294,10.69037146,1.09011451,3137000.00,1558.657127,0.08057101,1.2200965555,100919.4151,3600.00,9720000.00,1635320.738583
2.7,36.832655,28.473799,152883.727575,10.70132227,1.09123118,3137000.00,1682.090406,0.08371661,1.2197032488,100886.8830,3600.00,9720000.00,1636058.037962
2.8,39.680035,29.543932,152796.087855,10.71225472,1.09234598,3137000.00,1810.295986,0.08686573,1.2192947339,100853.0930,3600.00,9720000.00,1636790.613846
2.9,42.634428,30.615157,152708.448136,10.72316877,1.09345890,3137000.00,1943.278491,0.09001837,1.2188710103,100818.0450,3600.00,9720000.00,1637518.461574
3.0,45.695944,31.687474,152620.808416,10.73406434,1.09456994,3137000.00,2081.042146,0.09317455,1.2184320785,100781.7391,3600.00,9720000.00,1638241.576886
3.1,48.864691,32.760880,152533.168697,10.74494138,1.09567909,3137000.00,2223.590769,0.09633426,1.2179779392,100744.1753,3600.00,9720000.00,1638959.955930
3.2,52.140779,33.835374,152445.528977,10.75579983,1.09678635,3137000.00,2370.927771,0.09949752,1.2175085940,100705.3537,3600.00,9720000.00,1639673.595255
3.3,55.524317,34.910954,152357.889258,10.76663965,1.09789170,3137000.00,2523.056158,0.10266433,1.2170240451,100665.2746,3600.00,9720000.00,1640382.491823
3.4,59.015412,35.987618,152270.249539,10.77746078,1.09899515,3137000.00,2679.978525,0.10583470,1.2165242951,100623.9381,3600.00,9720000.00,1641086.643001
3.5,62.614174,37.065364,152182.609819,10.78826318,1.10009669,3137000.00,2841.697057,0.10900864,1.2160093475,100581.3446,3600.00,9720000.00,1641786.046568
3.6,66.320710,38.144191,152094.970100,10.79904680,1.10119631,3137000.00,3008.213526,0.11218615,1.2154792063,100537.4943,3600.00,9720000.00,1642480.700714
3.7,70.135129,39.224095,152007.330380,10.80981161,1.10229402,3137000.00,3179.529292,0.11536723,1.2149338760,100492.3877,3600.00,9720000.00,1643170.604043
3.8,74.057539,40.305077,151919.690661,10.82055755,1.10338980,3137000.00,3355.645301,0.11855190,1.2143733621,100446.0252,3600.00,9720000.00,1643855.755572
3.9,78.088047,41.387132,151832.050941,10.83128460,1.10448365,3137000.00,3536.562081,0.12174017,1.2137976702,100398.4073,3600.00,9720000.00,1644536.154736
4.0,82.226760,42.470261,151744.411222,10.84199272,1.10557558,3137000.00,3722.279745,0.12493203,1.2132068069,100349.5345,3600.00,9720000.00,1645211.801382
4.1,86.473786,43.554460,151656.771502,10.85268188,1.10666557,3137000.00,3912.797989,0.12812750,1.2126007794,100299.4073,3600.00,9720000.00,1645882.695780
4.2,90.829232,44.639728,151569.131783,10.86335205,1.10775362,3137000.00,4108.116088,0.13132658,1.2119795954,100248.0265,3600.00,9720000.00,1646548.838614
4.3,95.293205,45.726064,151481.492063,10.87400321,1.10883974,3137000.00,4308.232899,0.13452928,1.2113432632,100195.3928,3600.00,9720000.00,1647210.230991
4.4,99.865811,46.813464,151393.852344,10.88463533,1.10992391,3137000.00,4513.146856,0.13773561,1.2106917919,100141.5068,3600.00,9720000.00,1647866.874436
4.5,104.547158,47.901927,151306.212625,10.89524840,1.11100614,3137000.00,4722.855972,0.14094557,1.2100251910,100086.3694,3600.00,9720000.00,1648518.770899
4.6,109.337350,48.991452,151218.572905,10.90584239,1.11208643,3137000.00,4937.357839,0.14415917,1.2093434709,100029.9814,3600.00,9720000.00,1649165.922749
4.7,114.236496,50.082036,151130.933186,10.91641729,1.11316477,3137000.00,5156.649625,0.14737642,1.2086466424,99972.3437,3600.00,9720000.00,1649808.332780
4.8,119.244699,51.173678,151043.293466,10.92697310,1.11424116,3137000.00,5380.728072,0.15059732,1.2079347170,99913.4573,3600.00,9720000.00,1650446.004209
4.9,124.362067,52.266376,150955.653747,10.93750979,1.11531561,3137000.00,5609.589501,0.15382189,1.2072077069,99853.3232,3600.00,9720000.00,1651078.940676
5.0,129.588705,53.360126,150868.014027,10.94802737,1.11638810,3137000.00,5843.229803,0.15705012,1.2064656249,99791.9424,3600.00,9720000.00,1651707.146250
5.1,134.924717,54.454929,150780.374308,10.95852582,1.11745865,3137000.00,6081.644448,0.16028203,1.2057084842,99729.3161,3600.00,9720000.00,1652330.625423
5.2,140.370210,55.550782,150692.734588,10.96900516,1.11852724,3137000.00,6324.828475,0.16351762,1.2049362990,99665.4453,3600.00,9720000.00,1652949.383113
5.3,145.925288,56.647682,150605.094869,10.97946538,1.11959389,3137000.00,6572.776501,0.16675691,1.2041490839,99600.3314,3600.00,9720000.00,1653563.424665
5.4,151.590057,57.745629,150517.455149,10.98990648,1.12065858,3137000.00,6825.482712,0.16999989,1.2033468541,99533.9755,3600.00,9720000.00,1654172.755851
5.5,157.364619,58.844620,150429.815430,11.00032848,1.12172133,3137000.00,7082.940868,0.17324658,1.2025296256,99466.3790,3600.00,9720000.00,1654777.382872
5.6,163.249081,59.944652,150342.175711,11.01073138,1.12278213,3137000.00,7345.144301,0.17649699,1.2016974149,99397.5433,3600.00,9720000.00,1655377.312353
5.7,169.243547,61.045725,150254.535991,11.02111521,1.12384099,3137000.00,7612.085914,0.17975111,1.2008502391,99327.4698,3600.00,9720000.00,1655972.551350
5.8,175.348119,62.147837,150166.896272,11.03147996,1.12489790,3137000.00,7883.758185,0.18300896,1.1999881161,99256.1599,3600.00,9720000.00,1656563.107346
5.9,181.562903,63.250985,150079.256552,11.04182567,1.12595287,3137000.00,8160.153160,0.18627055,1.1991110642,99183.6152,3600.00,9720000.00,1657148.988252
6.0,187.888001,64.355168,149991.616833,11.05215236,1.12700590,3137000.00,8441.262458,0.18953588,1.1982191026,99109.8372,3600.00,9720000.00,1657730.202406
6.1,194.323518,65.460383,149903.977113,11.06246005,1.12805699,3137000.00,8727.077269,0.19280497,1.1973122507,99034.8276,3600.00,9720000.00,1658306.758577
6.2,200.869556,66.566629,149816.337394,11.07274877,1.12910614,3137000.00,9017.588358,0.19607781,1.1963905290,98958.5880,3600.00,9720000.00,1658878.665959
6.3,207.526219,67.673904,149728.697674,11.08301855,1.13015337,3137000.00,9312.786056,0.19935442,1.1954539583,98881.1203,3600.00,9720000.00,1659445.934176
6.4,214.293610,68.782206,149641.057955,11.09326943,1.13119867,3137000.00,9612.660272,0.20263481,1.1945025602,98802.4261,3600.00,9720000.00,1660008.573280
6.5,221.171830,69.891532,149553.418235,11.10350143,1.13224204,3137000.00,9917.200482,0.20591898,1.1935363568,98722.5072,3600.00,9720000.00,1660566.593748
6.6,228.160983,71.001883,149465.778516,11.11371461,1.13328350,3137000.00,10226.395738,0.20920694,1.1925553709,98641.3657,3600.00,9720000.00,1661120.006488
6.7,235.261172,72.113254,149378.138797,11.12390900,1.13432304,3137000.00,10540.234664,0.21249870,1.1915596260,98559.0033,3600.00,9720000.00,1661668.822832
6.8,242.472497,73.225645,149290.499077,11.13408465,1.13536066,3137000.00,10858.705456,0.21579427,1.1905491460,98475.4222,3600.00,9720000.00,1662213.054540
6.9,249.795062,74.339053,149202.859358,11.14424161,1.13639639,3137000.00,11181.795885,0.21909365,1.1895239555,98390.6243,3600.00,9720000.00,1662752.713799
7.0,257.228967,75.453478,149115.219638,11.15437993,1.13743021,3137000.00,11509.493296,0.22239686,1.1884840799,98304.6118,3600.00,9720000.00,1663287.813218
7.1,264.774315,76.568916,149027.579919,11.16449966,1.13846213,3137000.00,11841.784608,0.22570390,1.1874295450,98217.3866,3600.00,9720000.00,1663818.365836
7.2,272.431206,77.685366,148939.940199,11.17460087,1.13949217,3137000.00,12178.656315,0.22901478,1.1863603773,98128.9512,3600.00,9720000.00,1664344.385112
7.3,280.199743,78.802826,148852.300480,11.18468361,1.14052032,3137000.00,12520.094489,0.23232951,1.1852766039,98039.3077,3600.00,9720000.00,1664865.884932
7.4,288.080025,79.921294,148764.660760,11.19474794,1.14154660,3137000.00,12866.084778,0.23564810,1.1841782526,97948.4583,3600.00,9720000.00,1665382.879604
7.5,296.072155,81.040769,148677.021041,11.20479394,1.14257100,3137000.00,13216.612406,0.23897056,1.1830653517,97856.4055,3600.00,9720000.00,1665895.383857
7.6,304.176232,82.161248,148589.381321,11.21482167,1.14359355,3137000.00,13571.662177,0.24229689,1.1819379301,97763.1516,3600.00,9720000.00,1666403.412842
7.7,312.392357,83.282730,148501.741602,11.22483120,1.14461424,3137000.00,13931.218474,0.24562711,1.1807960174,97668.6992,3600.00,9720000.00,1666906.982132
7.8,320.720630,84.405214,148414.101883,11.23482261,1.14563308,3137000.00,14295.265261,0.24896122,1.1796396438,97573.0505,3600.00,9720000.00,1667406.107718
7.9,329.161151,85.528696,148326.462163,11.24479598,1.14665008,3137000.00,14663.786081,0.25229923,1.1784688401,97476.2083,3600.00,9720000.00,1667900.806010
8.0,337.714020,86.653175,148238.822444,11.25475140,1.14766525,3137000.00,15036.764061,0.25564116,1.1772836376,97378.1752,3600.00,9720000.00,1668391.093835
8.1,346.379338,87.778651,148151.182724,11.26468893,1.14867859,3137000.00,15414.181913,0.25898700,1.1760840684,97278.9537,3600.00,9720000.00,1668876.988436
8.2,355.157203,88.905119,148063.543005,11.27460868,1.14969013,3137000.00,15796.021931,0.26233678,1.1748701650,97178.5465,3600.00,9720000.00,1669358.507473
8.3,364.047715,90.032580,147975.903285,11.28451073,1.15069986,3137000.00,16182.265996,0.26569049,1.1736419607,97076.9565,3600.00,9720000.00,1669835.669017
8.4,373.050973,91.161031,147888.263566,11.29439518,1.15170779,3137000.00,16572.895576,0.26904815,1.1723994893,96974.1863,3600.00,9720000.00,1670308.491555
8.5,382.167076,92.290471,147800.623846,11.30426212,1.15271394,3137000.00,16967.891728,0.27240977,1.1711427851,96870.2389,3600.00,9720000.00,1670776.993982
8.6,391.396123,93.420897,147712.984127,11.31411166,1.15371831,3137000.00,17367.235099,0.27577536,1.1698718832,96765.1172,3600.00,9720000.00,1671241.195605
8.7,400.738213,94.552308,147625.344407,11.32394389,1.15472092,3137000.00,17770.905928,0.27914492,1.1685868191,96658.8240,3600.00,9720000.00,1671701.116137
8.8,410.193444,95.684703,147537.704688,11.33375891,1.15572177,3137000.00,18178.884044,0.28251848,1.1672876292,96551.3625,3600.00,9720000.00,1672156.775702
8.9,419.761914,96.818079,147450.064968,11.34355685,1.15672088,3137000.00,18591.148875,0.28589602,1.1659743500,96442.7355,3600.00,9720000.00,1672608.194824
9.0,429.443722,97.952434,147362.425249,11.35333781,1.15771826,3137000.00,19007.679442,0.28927758,1.1646470191,96332.9463,3600.00,9720000.00,1673055.394435
9.1,439.238965,99.087768,147274.785530,11.36310190,1.15871392,3137000.00,19428.454365,0.29266315,1.1633056743,96221.9979,3600.00,9720000.00,1673498.395867
9.2,449.147742,100.224078,147187.145810,11.37284925,1.15970788,3137000.00,19853.451862,0.29605275,1.1619503543,96109.8936,3600.00,9720000.00,1673937.220852
9.3,459.170150,101.361363,147099.506091,11.38257997,1.16070013,3137000.00,20282.649756,0.29944638,1.1605810981,95996.6365,3600.00,9720000.00,1674371.891522
9.4,469.306286,102.499621,147011.866371,11.39229419,1.16169071,3137000.00,20716.025469,0.30284406,1.1591979456,95882.2301,3600.00,9720000.00,1674802.430403
9.5,479.556248,103.638851,146924.226652,11.40199202,1.16267961,3137000.00,21153.556030,0.30624580,1.1578009369,95766.6775,3600.00,9720000.00,1675228.860418
9.6,489.920133,104.779050,146836.586932,11.41167362,1.16366686,3137000.00,21595.218077,0.30965160,1.1563901129,95649.9822,3600.00,9720000.00,1675651.204883
9.7,500.398038,105.920217,146748.947213,11.42133909,1.16465246,3137000.00,22040.987853,0.31306149,1.1549655152,95532.1476,3600.00,9720000.00,1676069.487503
9.8,510.990060,107.062351,146661.307493,11.43098859,1.16563644,3137000.00,22490.841215,0.31647546,1.1535271857,95413.1772,3600.00,9720000.00,1676483.732373
9.9,521.696295,108.205450,146573.667774,11.44062224,1.16661880,3137000.00,22944.753632,0.31989353,1.1520751670,95293.0745,3600.00,9720000.00,1676893.963973
10.0,532.516840,109.349512,146486.028054,11.45024020,1.16759956,3137000.00,23402.700189,0.32331571,1.1506095023,95171.8431,3600.00,9720000.00,1677300.207170
10.1,543.451791,110.494536,146398.388335,11.45984260,1.16857873,3137000.00,23864.655588,0.32674202,1.1491302353,95049.4866,3600.00,9720000.00,1677702.487211
10.2,554.501245,111.640520,146310.748616,11.46942959,1.16955633,3137000.00,24330.594152,0.33017246,1.1476374104,94926.0087,3600.00,9720000.00,1678100.829724
10.3,565.665297,112.787463,146223.108896,11.47900132,1.17053238,3137000.00,24800.489824,0.33360704,1.1461310723,94801.4130,3600.00,9720000.00,1678495.260715
10.4,576.944043,113.935363,146135.469177,11.48855795,1.17150688,3137000.00,25274.316173,0.33704577,1.1446112666,94675.7033,3600.00,9720000.00,1678885.806565
10.5,588.337580,115.084219,146047.829457,11.49809963,1.17247986,3137000.00,25752.046394,0.34048867,1.1430780391,94548.8835,3600.00,9720000.00,1679272.494028
10.6,599.846002,116.234029,145960.189738,11.50762652,1.17345133,3137000.00,26233.653314,0.34393575,1.1415314364,94420.9574,3600.00,9720000.00,1679655.350228
10.7,611.469405,117.384792,145872.550018,11.51713878,1.17442131,3137000.00,26719.109387,0.34738702,1.1399715056,94291.9288,3600.00,9720000.00,1680034.402657
10.8,623.207884,118.536506,145784.910299,11.52663658,1.17538982,3137000.00,27208.386706,0.35084249,1.1383982943,94161.8018,3600.00,9720000.00,1680409.679174
10.9,635.061534,119.689169,145697.270579,11.53612007,1.17635687,3137000.00,27701.456998,0.35430218,1.1368118507,94030.5802,3600.00,9720000.00,1680781.207998
11.0,647.030451,120.842781,145609.630860,11.54558945,1.17732247,3137000.00,28198.291632,0.35776608,1.1352122234,93898.2682,3600.00,9720000.00,1681149.017711
11.1,659.114729,121.997340,145521.991140,11.55504487,1.17828666,3137000.00,28698.861617,0.36123423,1.1335994618,93764.8698,3600.00,9720000.00,1681513.137252
11.2,671.314463,123.152845,145434.351421,11.56448652,1.17924944,3137000.00,29203.137608,0.36470662,1.1319736157,93630.3891,3600.00,9720000.00,1681873.595912
11.3,683.629748,124.309293,145346.711702,11.57391456,1.18021083,3137000.00,29711.089908,0.36818328,1.1303347354,93494.8303,3600.00,9720000.00,1682230.423338
11.4,696.060677,125.466685,145259.071982,11.58332920,1.18117086,3137000.00,30222.688472,0.37166421,1.1286828716,93358.1975,3600.00,9720000.00,1682583.649522
11.5,708.607346,126.625018,145171.432263,11.59273060,1.18212953,3137000.00,30737.902907,0.37514942,1.1270180759,93220.4951,3600.00,9720000.00,1682933.304807
11.6,721.269847,127.784291,145083.792543,11.60211896,1.18308688,3137000.00,31256.702475,0.37863894,1.1253404002,93081.7274,3600.00,9720000.00,1683279.419874
11.7,734.048277,128.944503,144996.152824,11.61149446,1.18404292,3137000.00,31779.056102,0.38213276,1.1236498968,92941.8986,3600.00,9720000.00,1683622.025750
11.8,746.942727,130.105652,144908.513104,11.62085731,1.18499766,3137000.00,32304.932371,0.38563091,1.1219466187,92801.0132,3600.00,9720000.00,1683961.153794
11.9,759.953292,131.267738,144820.873385,11.63020769,1.18595113,3137000.00,32834.299535,0.38913340,1.1202306195,92659.0755,3600.00,9720000.00,1684296.835702
12.0,773.080066,132.430759,144733.233665,11.63954581,1.18690336,3137000.00,33367.125514,0.39264024,1.1185019530,92516.0901,3600.00,9720000.00,1684629.103503
12.1,786.323142,133.594713,144645.593946,11.64887186,1.18785435,3137000.00,33903.377899,0.39615144,1.1167606738,92372.0614,3600.00,9720000.00,1684957.989550
12.2,799.682613,134.759601,144557.954226,11.65818606,1.18880413,3137000.00,34443.023957,0.39966702,1.1150068368,92226.9941,3600.00,9720000.00,1685283.526523
12.3,813.158573,135.925419,144470.314507,11.66748860,1.18975273,3137000.00,34986.030632,0.40318699,1.1132404977,92080.8926,3600.00,9720000.00,1685605.747424
12.4,826.751115,137.092168,144382.674788,11.67677970,1.19070016,3137000.00,35532.364552,0.40671137,1.1114617123,91933.7616,3600.00,9720000.00,1685924.685574
12.5,840.460332,138.259846,144295.035068,11.68605956,1.19164644,3137000.00,36081.992026,0.41024016,1.1096705372,91785.6059,3600.00,9720000.00,1686240.374606
12.6,854.286316,139.428452,144207.395349,11.69532841,1.19259160,3137000.00,36634.879055,0.41377339,1.1078670293,91636.4300,3600.00,9720000.00,1686552.848468
12.7,868.229162,140.597985,144119.755629,11.70458647,1.19353566,3137000.00,37190.991328,0.41731106,1.1060512462,91486.2388,3600.00,9720000.00,1686862.141416
12.8,882.288960,141.768443,144032.115910,11.71383394,1.19447864,3137000.00,37750.294232,0.42085320,1.1042232458,91335.0370,3600.00,9720000.00,1687168.288008
12.9,896.465804,142.939827,143944.476190,11.72307106,1.19542056,3137000.00,38312.752849,0.42439981,1.1023830865,91182.8296,3600.00,9720000.00,1687471.323107
13.0,910.759787,144.112134,143856.836471,11.73229805,1.19636145,3137000.00,38878.331966,0.42795090,1.1005308274,91029.6213,3600.00,9720000.00,1687771.281873
13.1,925.171001,145.285364,143769.196751,11.74151514,1.19730133,3137000.00,39446.996073,0.43150651,1.0986665277,90875.4171,3600.00,9720000.00,1688068.199759
13.2,939.699537,146.459515,143681.557032,11.75072255,1.19824023,3137000.00,40018.709370,0.43506663,1.0967902473,90720.2219,3600.00,9720000.00,1688362.112511
13.3,954.345488,147.634587,143593.917312,11.75992053,1.19917816,3137000.00,40593.435771,0.43863128,1.0949020467,90564.0407,3600.00,9720000.00,1688653.056160
13.4,969.108947,148.810580,143506.277593,11.76910931,1.20011516,3137000.00,41171.138903,0.44220048,1.0930019865,90406.8786,3600.00,9720000.00,1688941.067024
13.5,983.990005,149.987490,143418.637874,11.77828912,1.20105124,3137000.00,41751.782115,0.44577425,1.0910901281,90248.7406,3600.00,9720000.00,1689226.181698
13.6,998.988754,151.165319,143330.998154,11.78746021,1.20198643,3137000.00,42335.328478,0.44935260,1.0891665332,90089.6318,3600.00,9720000.00,1689508.437055
13.7,1014.105286,152.344065,143243.358435,11.79662282,1.20292075,3137000.00,42921.740793,0.45293554,1.0872312639,89929.5574,3600.00,9720000.00,1689787.870239
13.8,1029.339693,153.523728,143155.718715,11.80577719,1.20385424,3137000.00,43510.981589,0.45652309,1.0852843828,89768.5225,3600.00,9720000.00,1690064.518665
13.9,1044.692065,154.704305,143068.078996,11.81492358,1.20478691,3137000.00,44103.013132,0.46011526,1.0833259531,89606.5324,3600.00,9720000.00,1690338.420011
14.0,1060.162496,155.885798,142980.439276,11.82406223,1.20571880,3137000.00,44697.797425,0.46371208,1.0813560382,89443.5923,3600.00,9720000.00,1690609.612216
14.1,1075.751076,157.068204,142892.799557,11.83319341,1.20664992,3137000.00,45295.296215,0.46731356,1.0793747021,89279.7075,3600.00,9720000.00,1690878.133480
14.2,1091.457896,158.251523,142805.159837,11.84231735,1.20758030,3137000.00,45895.470995,0.47091971,1.0773820091,89114.8833,3600.00,9720000.00,1691144.022251
14.3,1107.283048,159.435755,142717.520118,11.85143433,1.20850997,3137000.00,46498.283007,0.47453056,1.0753780241,88949.1251,3600.00,9720000.00,1691407.317231
14.4,1123.226624,160.620898,142629.880398,11.86054460,1.20943896,3137000.00,47103.693249,0.47814611,1.0733628122,88782.4383,3600.00,9720000.00,1691668.057365
14.5,1139.288714,161.806953,142542.240679,11.86964842,1.21036729,3137000.00,47711.662477,0.48176638,1.0713364392,88614.8283,3600.00,9720000.00,1691926.281841
14.6,1155.469409,162.993918,142454.600960,11.87874606,1.21129499,3137000.00,48322.151209,0.48539140,1.0692989710,88446.3006,3600.00,9720000.00,1692182.030083
14.7,1171.768801,164.181792,142366.961240,11.88783779,1.21222209,3137000.00,48935.119728,0.48902117,1.0672504742,88276.8606,3600.00,9720000.00,1692435.341751
14.8,1188.186980,165.370576,142279.321521,11.89692387,1.21314862,3137000.00,49550.528089,0.49265572,1.0651910156,88106.5140,3600.00,9720000.00,1692686.256733
14.9,1204.724038,166.560269,142191.681801,11.90600458,1.21407459,3137000.00,50168.336122,0.49629506,1.0631206626,87935.2662,3600.00,9720000.00,1692934.815142
15.0,1221.380065,167.750869,142104.042082,11.91508019,1.21500005,3137000.00,50788.503434,0.49993921,1.0610394827,87763.1229,3600.00,9720000.00,1693181.057313
15.1,1238.155151,168.942377,142016.402362,11.92415098,1.21592501,3137000.00,51410.989415,0.50358819,1.0589475442,87590.0897,3600.00,9720000.00,1693425.023799
15.2,1255.049389,170.134792,141928.762643,11.93321723,1.21684951,3137000.00,52035.753241,0.50724201,1.0568449154,87416.1723,3600.00,9720000.00,1693666.755364
15.3,1272.062868,171.328114,141841.122923,11.94227921,1.21777357,3137000.00,52662.753881,0.51090070,1.0547316653,87241.3763,3600.00,9720000.00,1693906.292984
15.4,1289.195680,172.522342,141753.483204,11.95133721,1.21869723,3137000.00,53291.950097,0.51456427,1.0526078630,87065.7075,3600.00,9720000.00,1694143.677836
15.5,1306.447914,173.717475,141665.843484,11.96039151,1.21962051,3137000.00,53923.300452,0.51823274,1.0504735783,86889.1717,3600.00,9720000.00,1694378.951301
15.6,1323.819662,174.913515,141578.203765,11.96944240,1.22054345,3137000.00,54556.763312,0.52190614,1.0483288810,86711.7746,3600.00,9720000.00,1694612.154954
15.7,1341.311013,176.110459,141490.564046,11.97849017,1.22146606,3137000.00,55192.296851,0.52558446,1.0461738416,86533.5220,3600.00,9720000.00,1694843.330563
15.8,1358.922059,177.308308,141402.924326,11.98753511,1.22238839,3137000.00,55829.859054,0.52926775,1.0440085307,86354.4199,3600.00,9720000.00,1695072.520084
15.9,1376.652890,178.507061,141315.284607,11.99657751,1.22331046,3137000.00,56469.407724,0.53295601,1.0418330195,86174.4740,3600.00,9720000.00,1695299.765656
16.0,1394.503596,179.706719,141227.644887,12.00561767,1.22423230,3137000.00,57110.900483,0.53664926,1.0396473794,85993.6904,3600.00,9720000.00,1695525.109596
16.1,1412.474268,180.907281,141140.005168,12.01465589,1.22515394,3137000.00,57754.294780,0.54034753,1.0374516823,85812.0749,3600.00,9720000.00,1695748.594399
16.2,1430.564996,182.108747,141052.365448,12.02369246,1.22607541,3137000.00,58399.547891,0.54405083,1.0352460002,85629.6334,3600.00,9720000.00,1695970.262728
16.3,1448.775870,183.311116,140964.725729,12.03272768,1.22699675,3137000.00,59046.616929,0.54775919,1.0330304056,85446.3721,3600.00,9720000.00,1696190.157413
16.4,1467.106982,184.514389,140877.086009,12.04176186,1.22791798,3137000.00,59695.458840,0.55147262,1.0308049713,85262.2969,3600.00,9720000.00,1696408.321445
16.5,1485.558421,185.718565,140789.446290,12.05079530,1.22883913,3137000.00,60346.030418,0.55519115,1.0285697706,85077.4139,3600.00,9720000.00,1696624.797975
16.6,1504.130277,186.923644,140701.806570,12.05982831,1.22976025,3137000.00,60998.288301,0.55891479,1.0263248769,84891.7291,3600.00,9720000.00,1696839.630304
16.7,1522.822642,188.129627,140614.166851,12.06886120,1.23068134,3137000.00,61652.188977,0.56264356,1.0240703640,84705.2487,3600.00,9720000.00,1697052.861883
16.8,1541.635605,189.336513,140526.527132,12.07789427,1.23160246,3137000.00,62307.688792,0.56637749,1.0218063060,84517.9787,3600.00,9720000.00,1697264.536307
16.9,1560.569256,190.544303,140438.887412,12.08692783,1.23252363,3137000.00,62964.743951,0.57011660,1.0195327774,84329.9254,3600.00,9720000.00,1697474.697312
17.0,1579.623686,191.752995,140351.247693,12.09596221,1.23344488,3137000.00,63623.310524,0.57386090,1.0172498529,84141.0950,3600.00,9720000.00,1697683.388768
