Time_s,Height_m,Thrust_N,Drag_N,Inertial_Force_N,Accel_ms2,Velocity_ms
0,0,586437.4,0,175483.9,4.19,0
0.01,0,586437.4,0,175500,4.19,0
0.02,0,586437.4,0,175516.1,4.19,0.1
0.03,0,586437.4,0,175532.2,4.19,0.1
0.04,0,586437.4,0,175548.3,4.19,0.2
0.05,0,586437.5,0,175564.4,4.19,0.2
0.06,0,586437.5,0,175580.5,4.19,0.3
0.07,0,586437.5,0,175596.6,4.19,0.3
0.08,0,586437.5,0,175612.8,4.19,0.3
0.09,0,586437.5,0,175628.9,4.19,0.4
0.1,0,586437.5,0,175645,4.19,0.4
0.11,0,586437.6,0.1,175661.1,4.19,0.5
0.12,0,586437.6,0.1,175677.2,4.19,0.5
0.13,0,586437.6,0.1,175693.3,4.19,0.5
0.14,0,586437.6,0.1,175709.5,4.2,0.6
0.15,0,586437.7,0.1,175725.6,4.2,0.6
0.16,0.1,586437.7,0.1,175741.7,4.2,0.7
0.17,0.1,586437.7,0.1,175757.8,4.2,0.7
0.18,0.1,586437.8,0.1,175774,4.2,0.8
0.19,0.1,586437.8,0.2,175790.1,4.2,0.8
0.2,0.1,586437.8,0.2,175806.2,4.2,0.8
0.21,0.1,586437.9,0.2,175822.4,4.2,0.9
0.22,0.1,586437.9,0.2,175838.5,4.2,0.9
0.23,0.1,586438,0.2,175854.6,4.2,1
0.24,0.1,586438,0.3,175870.8,4.2,1
0.25,0.1,586438.1,0.3,175886.9,4.2,1
0.26,0.1,586438.1,0.3,175903,4.2,1.1
0.27,0.2,586438.2,0.3,175919.2,4.2,1.1
0.28,0.2,586438.2,0.3,175935.3,4.2,1.2
0.29,0.2,586438.3,0.4,175951.4,4.2,1.2
0.3,0.2,586438.4,0.4,175967.6,4.2,1.3
0.31,0.2,586438.4,0.4,175983.7,4.2,1.3
0.32,0.2,586438.5,0.4,175999.9,4.21,1.3
0.33,0.2,586438.6,0.5,176016,4.21,1.4
0.34,0.2,586438.6,0.5,176032.2,4.21,1.4
0.35,0.3,586438.7,0.5,176048.3,4.21,1.5
0.36,0.3,586438.8,0.6,176064.5,4.21,1.5
0.37,0.3,586438.8,0.6,176080.6,4.21,1.6
0.38,0.3,586438.9,0.6,176096.8,4.21,1.6
0.39,0.3,586439,0.7,176112.9,4.21,1.6
0.4,0.3,586439.1,0.7,176129.1,4.21,1.7
0.41,0.4,586439.2,0.7,176145.2,4.21,1.7
0.42,0.4,586439.3,0.8,176161.4,4.21,1.8
0.43,0.4,586439.3,0.8,176177.5,4.21,1.8
0.44,0.4,586439.4,0.8,176193.7,4.21,1.8
0.45,0.4,586439.5,0.9,176209.9,4.21,1.9
0.46,0.4,586439.6,0.9,176226,4.21,1.9
0.47,0.5,586439.7,1,176242.2,4.21,2
0.48,0.5,586439.8,1,176258.3,4.21,2
0.49,0.5,586439.9,1.1,176274.5,4.21,2.1
0.5,0.5,586440,1.1,176290.7,4.22,2.1
0.51,0.5,586440.1,1.1,176306.9,4.22,2.1
0.52,0.6,586440.2,1.2,176323,4.22,2.2
0.53,0.6,586440.3,1.2,176339.2,4.22,2.2
0.54,0.6,586440.5,1.3,176355.4,4.22,2.3
0.55,0.6,586440.6,1.3,176371.5,4.22,2.3
0.56,0.7,586440.7,1.4,176387.7,4.22,2.4
0.57,0.7,586440.8,1.4,176403.9,4.22,2.4
0.58,0.7,586440.9,1.5,176420.1,4.22,2.4
0.59,0.7,586441,1.5,176436.2,4.22,2.5
0.6,0.8,586441.2,1.6,176452.4,4.22,2.5
0.61,0.8,586441.3,1.6,176468.6,4.22,2.6
0.62,0.8,586441.4,1.7,176484.8,4.22,2.6
0.63,0.8,586441.5,1.7,176501,4.22,2.6
0.64,0.9,586441.7,1.8,176517.2,4.22,2.7
0.65,0.9,586441.8,1.9,176533.3,4.22,2.7
0.66,0.9,586442,1.9,176549.5,4.22,2.8
0.67,0.9,586442.1,2,176565.7,4.22,2.8
0.68,1,586442.2,2,176581.9,4.23,2.9
0.69,1,586442.4,2.1,176598.1,4.23,2.9
0.7,1,586442.5,2.1,176614.3,4.23,2.9
0.71,1.1,586442.7,2.2,176630.5,4.23,3
0.72,1.1,586442.8,2.3,176646.7,4.23,3
0.73,1.1,586443,2.3,176662.9,4.23,3.1
0.74,1.2,586443.1,2.4,176679.1,4.23,3.1
0.75,1.2,586443.3,2.5,176695.3,4.23,3.2
0.76,1.2,586443.4,2.5,176711.5,4.23,3.2
0.77,1.2,586443.6,2.6,176727.7,4.23,3.2
0.78,1.3,586443.7,2.7,176743.9,4.23,3.3
0.79,1.3,586443.9,2.7,176760.1,4.23,3.3
0.8,1.3,586444.1,2.8,176776.3,4.23,3.4
0.81,1.4,586444.2,2.9,176792.5,4.23,3.4
0.82,1.4,586444.4,2.9,176808.7,4.23,3.5
0.83,1.4,586444.6,3,176824.9,4.23,3.5
0.84,1.5,586444.8,3.1,176841.1,4.23,3.5
0.85,1.5,586444.9,3.2,176857.3,4.23,3.6
0.86,1.6,586445.1,3.2,176873.5,4.24,3.6
0.87,1.6,586445.3,3.3,176889.7,4.24,3.7
0.88,1.6,586445.5,3.4,176906,4.24,3.7
0.89,1.7,586445.7,3.5,176922.2,4.24,3.7
0.9,1.7,586445.8,3.6,176938.4,4.24,3.8
0.91,1.7,586446,3.6,176954.6,4.24,3.8
0.92,1.8,586446.2,3.7,176970.8,4.24,3.9
0.93,1.8,586446.4,3.8,176987.1,4.24,3.9
0.94,1.9,586446.6,3.9,177003.3,4.24,4
0.95,1.9,586446.8,4,177019.5,4.24,4
0.96,1.9,586447,4,177035.7,4.24,4
0.97,2,586447.2,4.1,177052,4.24,4.1
0.98,2,586447.4,4.2,177068.2,4.24,4.1
0.99,2.1,586447.6,4.3,177084.4,4.24,4.2
1,2.1,586447.8,4.4,177100.6,4.24,4.2
1.01,2.1,586448,4.5,177116.9,4.24,4.3
1.02,2.2,586448.2,4.6,177133.1,4.24,4.3
1.03,2.2,586448.5,4.7,177149.3,4.24,4.3
1.04,2.3,586448.7,4.7,177165.6,4.25,4.4
1.05,2.3,586448.9,4.8,177181.8,4.25,4.4
1.06,2.4,586449.1,4.9,177198,4.25,4.5
1.07,2.4,586449.3,5,177214.3,4.25,4.5
1.08,2.5,586449.6,5.1,177230.5,4.25,4.6
1.09,2.5,586449.8,5.2,177246.8,4.25,4.6
1.1,2.5,586450,5.3,177263,4.25,4.6
1.11,2.6,586450.2,5.4,177279.2,4.25,4.7
1.12,2.6,586450.5,5.5,177295.5,4.25,4.7
1.13,2.7,586450.7,5.6,177311.7,4.25,4.8
1.14,2.7,586451,5.7,177328,4.25,4.8
1.15,2.8,586451.2,5.8,177344.2,4.25,4.9
1.16,2.8,586451.4,5.9,177360.5,4.25,4.9
1.17,2.9,586451.7,6,177376.7,4.25,4.9
1.18,2.9,586451.9,6.1,177393,4.25,5
1.19,3,586452.2,6.2,177409.2,4.25,5
1.2,3,586452.4,6.3,177425.5,4.25,5.1
1.21,3.1,586452.7,6.4,177441.8,4.25,5.1
1.22,3.1,586452.9,6.5,177458,4.26,5.1
1.23,3.2,586453.2,6.7,177474.3,4.26,5.2
1.24,3.2,586453.4,6.8,177490.5,4.26,5.2
1.25,3.3,586453.7,6.9,177506.8,4.26,5.3
1.26,3.3,586454,7,177523.1,4.26,5.3
1.27,3.4,586454.2,7.1,177539.3,4.26,5.4
1.28,3.4,586454.5,7.2,177555.6,4.26,5.4
1.29,3.5,586454.8,7.3,177571.9,4.26,5.4
1.3,3.6,586455,7.4,177588.1,4.26,5.5
1.31,3.6,586455.3,7.5,177604.4,4.26,5.5
1.32,3.7,586455.6,7.7,177620.7,4.26,5.6
1.33,3.7,586455.8,7.8,177636.9,4.26,5.6
1.34,3.8,586456.1,7.9,177653.2,4.26,5.7
1.35,3.8,586456.4,8,177669.5,4.26,5.7
1.36,3.9,586456.7,8.1,177685.8,4.26,5.7
1.37,4,586457,8.3,177702,4.26,5.8
1.38,4,586457.3,8.4,177718.3,4.26,5.8
1.39,4.1,586457.6,8.5,177734.6,4.26,5.9
1.4,4.1,586457.8,8.6,177750.9,4.27,5.9
1.41,4.2,586458.1,8.8,177767.1,4.27,6
1.42,4.2,586458.4,8.9,177783.4,4.27,6
1.43,4.3,586458.7,9,177799.7,4.27,6
1.44,4.4,586459,9.1,177816,4.27,6.1
1.45,4.4,586459.3,9.3,177832.3,4.27,6.1
1.46,4.5,586459.6,9.4,177848.6,4.27,6.2
1.47,4.6,586459.9,9.5,177864.9,4.27,6.2
1.48,4.6,586460.3,9.6,177881.2,4.27,6.3
1.49,4.7,586460.6,9.8,177897.4,4.27,6.3
1.5,4.7,586460.9,9.9,177913.7,4.27,6.3
1.51,4.8,586461.2,10,177930,4.27,6.4
1.52,4.9,586461.5,10.2,177946.3,4.27,6.4
1.53,4.9,586461.8,10.3,177962.6,4.27,6.5
1.54,5,586462.1,10.5,177978.9,4.27,6.5
1.55,5.1,586462.5,10.6,177995.2,4.27,6.6
1.56,5.1,586462.8,10.7,178011.5,4.27,6.6
1.57,5.2,586463.1,10.9,178027.8,4.27,6.6
1.58,5.3,586463.5,11,178044.1,4.28,6.7
1.59,5.3,586463.8,11.1,178060.4,4.28,6.7
1.6,5.4,586464.1,11.3,178076.7,4.28,6.8
1.61,5.5,586464.5,11.4,178093,4.28,6.8
1.62,5.5,586464.8,11.6,178109.3,4.28,6.9
1.63,5.6,586465.1,11.7,178125.7,4.28,6.9
1.64,5.7,586465.5,11.9,178142,4.28,6.9
1.65,5.7,586465.8,12,178158.3,4.28,7
1.66,5.8,586466.2,12.2,178174.6,4.28,7
1.67,5.9,586466.5,12.3,178190.9,4.28,7.1
1.68,6,586466.9,12.5,178207.2,4.28,7.1
1.69,6,586467.2,12.6,178223.5,4.28,7.2
1.7,6.1,586467.6,12.8,178239.9,4.28,7.2
1.71,6.2,586467.9,12.9,178256.2,4.28,7.2
1.72,6.2,586468.3,13.1,178272.5,4.28,7.3
1.73,6.3,586468.6,13.2,178288.8,4.28,7.3
1.74,6.4,586469,13.4,178305.1,4.28,7.4
1.75,6.5,586469.4,13.5,178321.5,4.28,7.4
1.76,6.5,586469.7,13.7,178337.8,4.29,7.5
1.77,6.6,586470.1,13.8,178354.1,4.29,7.5
1.78,6.7,586470.5,14,178370.4,4.29,7.5
1.79,6.8,586470.9,14.2,178386.8,4.29,7.6
1.8,6.8,586471.2,14.3,178403.1,4.29,7.6
1.81,6.9,586471.6,14.5,178419.4,4.29,7.7
1.82,7,586472,14.6,178435.8,4.29,7.7
1.83,7.1,586472.4,14.8,178452.1,4.29,7.8
1.84,7.1,586472.8,15,178468.4,4.29,7.8
1.85,7.2,586473.1,15.1,178484.8,4.29,7.8
1.86,7.3,586473.5,15.3,178501.1,4.29,7.9
1.87,7.4,586473.9,15.5,178517.5,4.29,7.9
1.88,7.5,586474.3,15.6,178533.8,4.29,8
1.89,7.5,586474.7,15.8,178550.1,4.29,8
1.9,7.6,586475.1,16,178566.5,4.29,8.1
1.91,7.7,586475.5,16.1,178582.8,4.29,8.1
1.92,7.8,586475.9,16.3,178599.2,4.29,8.1
1.93,7.9,586476.3,16.5,178615.5,4.29,8.2
1.94,7.9,586476.7,16.6,178631.9,4.3,8.2
1.95,8,586477.1,16.8,178648.2,4.3,8.3
1.96,8.1,586477.5,17,178664.6,4.3,8.3
1.97,8.2,586477.9,17.2,178680.9,4.3,8.4
1.98,8.3,586478.4,17.3,178697.3,4.3,8.4
1.99,8.4,586478.8,17.5,178713.6,4.3,8.4
2,8.4,586479.2,17.7,178730,4.3,8.5
2.01,8.5,586479.6,17.9,178746.3,4.3,8.5
2.02,8.6,586480,18.1,178762.7,4.3,8.6
2.03,8.7,586480.5,18.2,178779.1,4.3,8.6
2.04,8.8,586480.9,18.4,178795.4,4.3,8.7
2.05,8.9,586481.3,18.6,178811.8,4.3,8.7
2.06,9,586481.8,18.8,178828.1,4.3,8.7
2.07,9.1,586482.2,19,178844.5,4.3,8.8
2.08,9.1,586482.6,19.2,178860.9,4.3,8.8
2.09,9.2,586483.1,19.3,178877.2,4.3,8.9
2.1,9.3,586483.5,19.5,178893.6,4.3,8.9
2.11,9.4,586483.9,19.7,178910,4.3,9
2.12,9.5,586484.4,19.9,178926.3,4.31,9
2.13,9.6,586484.8,20.1,178942.7,4.31,9
2.14,9.7,586485.3,20.3,178959.1,4.31,9.1
2.15,9.8,586485.7,20.5,178975.5,4.31,9.1
2.16,9.9,586486.2,20.7,178991.8,4.31,9.2
2.17,10,586486.6,20.9,179008.2,4.31,9.2
2.18,10,586487.1,21.1,179024.6,4.31,9.3
2.19,10.1,586487.5,21.3,179041,4.31,9.3
2.2,10.2,586488,21.5,179057.4,4.31,9.3
2.21,10.3,586488.5,21.7,179073.7,4.31,9.4
2.22,10.4,586488.9,21.9,179090.1,4.31,9.4
2.23,10.5,586489.4,22.1,179106.5,4.31,9.5
2.24,10.6,586489.9,22.3,179122.9,4.31,9.5
2.25,10.7,586490.3,22.5,179139.3,4.31,9.6
2.26,10.8,586490.8,22.7,179155.7,4.31,9.6
2.27,10.9,586491.3,22.9,179172.1,4.31,9.6
2.28,11,586491.8,23.1,179188.4,4.31,9.7
2.29,11.1,586492.2,23.3,179204.8,4.32,9.7
2.3,11.2,586492.7,23.5,179221.2,4.32,9.8
2.31,11.3,586493.2,23.7,179237.6,4.32,9.8
2.32,11.4,586493.7,23.9,179254,4.32,9.9
2.33,11.5,586494.2,24.1,179270.4,4.32,9.9
2.34,11.6,586494.7,24.3,179286.8,4.32,10
2.35,11.7,586495.2,24.5,179303.2,4.32,10
2.36,11.8,586495.7,24.7,179319.6,4.32,10
2.37,11.9,586496.2,24.9,179336,4.32,10.1
2.38,12,586496.7,25.2,179352.4,4.32,10.1
2.39,12.1,586497.2,25.4,179368.8,4.32,10.2
2.4,12.2,586497.7,25.6,179385.2,4.32,10.2
2.41,12.3,586498.2,25.8,179401.6,4.32,10.3
2.42,12.4,586498.7,26,179418,4.32,10.3
2.43,12.5,586499.2,26.2,179434.5,4.32,10.3
2.44,12.6,586499.7,26.5,179450.9,4.32,10.4
2.45,12.7,586500.2,26.7,179467.3,4.32,10.4
2.46,12.8,586500.7,26.9,179483.7,4.32,10.5
2.47,12.9,586501.3,27.1,179500.1,4.33,10.5
2.48,13,586501.8,27.3,179516.5,4.33,10.6
2.49,13.1,586502.3,27.6,179532.9,4.33,10.6
2.5,13.2,586502.8,27.8,179549.4,4.33,10.6
2.51,13.3,586503.3,28,179565.8,4.33,10.7
2.52,13.4,586503.9,28.2,179582.2,4.33,10.7
2.53,13.6,586504.4,28.5,179598.6,4.33,10.8
2.54,13.7,586504.9,28.7,179615,4.33,10.8
2.55,13.8,586505.5,28.9,179631.5,4.33,10.9
2.56,13.9,586506,29.2,179647.9,4.33,10.9
2.57,14,586506.6,29.4,179664.3,4.33,10.9
2.58,14.1,586507.1,29.6,179680.7,4.33,11
2.59,14.2,586507.6,29.9,179697.2,4.33,11
2.6,14.3,586508.2,30.1,179713.6,4.33,11.1
2.61,14.4,586508.7,30.3,179730,4.33,11.1
2.62,14.5,586509.3,30.6,179746.5,4.33,11.2
2.63,14.7,586509.8,30.8,179762.9,4.33,11.2
2.64,14.8,586510.4,31,179779.3,4.33,11.2
2.65,14.9,586510.9,31.3,179795.8,4.34,11.3
2.66,15,586511.5,31.5,179812.2,4.34,11.3
2.67,15.1,586512.1,31.8,179828.7,4.34,11.4
2.68,15.2,586512.6,32,179845.1,4.34,11.4
2.69,15.3,586513.2,32.2,179861.5,4.34,11.5
2.7,15.4,586513.8,32.5,179878,4.34,11.5
2.71,15.6,586514.3,32.7,179894.4,4.34,11.6
2.72,15.7,586514.9,33,179910.9,4.34,11.6
2.73,15.8,586515.5,33.2,179927.3,4.34,11.6
2.74,15.9,586516,33.5,179943.8,4.34,11.7
2.75,16,586516.6,33.7,179960.2,4.34,11.7
2.76,16.1,586517.2,34,179976.7,4.34,11.8
2.77,16.3,586517.8,34.2,179993.1,4.34,11.8
2.78,16.4,586518.4,34.5,180009.6,4.34,11.9
2.79,16.5,586519,34.7,180026,4.34,11.9
2.8,16.6,586519.5,35,180042.5,4.34,11.9
2.81,16.7,586520.1,35.2,180058.9,4.34,12
2.82,16.9,586520.7,35.5,180075.4,4.35,12
2.83,17,586521.3,35.7,180091.9,4.35,12.1
2.84,17.1,586521.9,36,180108.3,4.35,12.1
2.85,17.2,586522.5,36.3,180124.8,4.35,12.2
2.86,17.3,586523.1,36.5,180141.2,4.35,12.2
2.87,17.5,586523.7,36.8,180157.7,4.35,12.2
2.88,17.6,586524.3,37,180174.2,4.35,12.3
2.89,17.7,586524.9,37.3,180190.6,4.35,12.3
2.9,17.8,586525.6,37.6,180207.1,4.35,12.4
2.91,18,586526.2,37.8,180223.6,4.35,12.4
2.92,18.1,586526.8,38.1,180240,4.35,12.5
2.93,18.2,586527.4,38.3,180256.5,4.35,12.5
2.94,18.3,586528,38.6,180273,4.35,12.6
2.95,18.5,586528.6,38.9,180289.5,4.35,12.6
2.96,18.6,586529.3,39.2,180305.9,4.35,12.6
2.97,18.7,586529.9,39.4,180322.4,4.35,12.7
2.98,18.8,586530.5,39.7,180338.9,4.35,12.7
2.99,19,586531.1,40,180355.4,4.35,12.8
3,19.1,586531.8,40.2,180371.9,4.36,12.8
3.01,19.2,586532.4,40.5,180388.3,4.36,12.9
3.02,19.4,586533,40.8,180404.8,4.36,12.9
3.03,19.5,586533.7,41.1,180421.3,4.36,12.9
3.04,19.6,586534.3,41.3,180437.8,4.36,13
3.05,19.7,586535,41.6,180454.3,4.36,13
3.06,19.9,586535.6,41.9,180470.8,4.36,13.1
3.07,20,586536.3,42.2,180487.3,4.36,13.1
3.08,20.1,586536.9,42.4,180503.7,4.36,13.2
3.09,20.3,586537.5,42.7,180520.2,4.36,13.2
3.1,20.4,586538.2,43,180536.7,4.36,13.2
3.11,20.5,586538.9,43.3,180553.2,4.36,13.3
3.12,20.7,586539.5,43.6,180569.7,4.36,13.3
3.13,20.8,586540.2,43.9,180586.2,4.36,13.4
3.14,20.9,586540.8,44.1,180602.7,4.36,13.4
3.15,21.1,586541.5,44.4,180619.2,4.36,13.5
3.16,21.2,586542.2,44.7,180635.7,4.36,13.5
3.17,21.3,586542.8,45,180652.2,4.37,13.6
3.18,21.5,586543.5,45.3,180668.7,4.37,13.6
3.19,21.6,586544.2,45.6,180685.2,4.37,13.6
3.2,21.7,586544.8,45.9,180701.7,4.37,13.7
3.21,21.9,586545.5,46.2,180718.2,4.37,13.7
3.22,22,586546.2,46.5,180734.7,4.37,13.8
3.23,22.2,586546.9,46.8,180751.3,4.37,13.8
3.24,22.3,586547.6,47,180767.8,4.37,13.9
3.25,22.4,586548.3,47.3,180784.3,4.37,13.9
3.26,22.6,586548.9,47.6,180800.8,4.37,13.9
3.27,22.7,586549.6,47.9,180817.3,4.37,14
3.28,22.9,586550.3,48.2,180833.8,4.37,14
3.29,23,586551,48.5,180850.3,4.37,14.1
3.3,23.1,586551.7,48.8,180866.9,4.37,14.1
3.31,23.3,586552.4,49.1,180883.4,4.37,14.2
3.32,23.4,586553.1,49.4,180899.9,4.37,14.2
3.33,23.6,586553.8,49.7,180916.4,4.37,14.3
3.34,23.7,586554.5,50,180932.9,4.37,14.3
3.35,23.8,586555.2,50.4,180949.5,4.38,14.3
3.36,24,586555.9,50.7,180966,4.38,14.4
3.37,24.1,586556.6,51,180982.5,4.38,14.4
3.38,24.3,586557.4,51.3,180999,4.38,14.5
3.39,24.4,586558.1,51.6,181015.6,4.38,14.5
3.4,24.6,586558.8,51.9,181032.1,4.38,14.6
3.41,24.7,586559.5,52.2,181048.6,4.38,14.6
3.42,24.9,586560.2,52.5,181065.2,4.38,14.6
3.43,25,586561,52.8,181081.7,4.38,14.7
3.44,25.2,586561.7,53.1,181098.2,4.38,14.7
3.45,25.3,586562.4,53.5,181114.8,4.38,14.8
3.46,25.4,586563.1,53.8,181131.3,4.38,14.8
3.47,25.6,586563.9,54.1,181147.8,4.38,14.9
3.48,25.7,586564.6,54.4,181164.4,4.38,14.9
3.49,25.9,586565.3,54.7,181180.9,4.38,15
3.5,26,586566.1,55,181197.5,4.38,15
3.51,26.2,586566.8,55.4,181214,4.38,15
3.52,26.3,586567.6,55.7,181230.6,4.39,15.1
3.53,26.5,586568.3,56,181247.1,4.39,15.1
3.54,26.6,586569.1,56.3,181263.7,4.39,15.2
3.55,26.8,586569.8,56.7,181280.2,4.39,15.2
3.56,27,586570.6,57,181296.8,4.39,15.3
3.57,27.1,586571.3,57.3,181313.3,4.39,15.3
3.58,27.3,586572.1,57.6,181329.9,4.39,15.3
3.59,27.4,586572.8,58,181346.4,4.39,15.4
3.6,27.6,586573.6,58.3,181363,4.39,15.4
3.61,27.7,586574.3,58.6,181379.5,4.39,15.5
3.62,27.9,586575.1,59,181396.1,4.39,15.5
3.63,28,586575.9,59.3,181412.6,4.39,15.6
3.64,28.2,586576.6,59.6,181429.2,4.39,15.6
3.65,28.3,586577.4,60,181445.8,4.39,15.7
3.66,28.5,586578.2,60.3,181462.3,4.39,15.7
3.67,28.7,586579,60.6,181478.9,4.39,15.7
3.68,28.8,586579.7,61,181495.5,4.39,15.8
3.69,29,586580.5,61.3,181512,4.4,15.8
3.7,29.1,586581.3,61.6,181528.6,4.4,15.9
3.71,29.3,586582.1,62,181545.2,4.4,15.9
3.72,29.5,586582.9,62.3,181561.7,4.4,16
3.73,29.6,586583.7,62.7,181578.3,4.4,16
3.74,29.8,586584.5,63,181594.9,4.4,16.1
3.75,29.9,586585.2,63.4,181611.4,4.4,16.1
3.76,30.1,586586,63.7,181628,4.4,16.1
3.77,30.3,586586.8,64.1,181644.6,4.4,16.2
3.78,30.4,586587.6,64.4,181661.2,4.4,16.2
3.79,30.6,586588.4,64.7,181677.7,4.4,16.3
3.8,30.7,586589.2,65.1,181694.3,4.4,16.3
3.81,30.9,586590,65.4,181710.9,4.4,16.4
3.82,31.1,586590.9,65.8,181727.5,4.4,16.4
3.83,31.2,586591.7,66.1,181744.1,4.4,16.4
3.84,31.4,586592.5,66.5,181760.7,4.4,16.5
3.85,31.6,586593.3,66.9,181777.2,4.4,16.5
3.86,31.7,586594.1,67.2,181793.8,4.4,16.6
3.87,31.9,586594.9,67.6,181810.4,4.41,16.6
3.88,32.1,586595.7,67.9,181827,4.41,16.7
3.89,32.2,586596.6,68.3,181843.6,4.41,16.7
3.9,32.4,586597.4,68.6,181860.2,4.41,16.8
3.91,32.6,586598.2,69,181876.8,4.41,16.8
3.92,32.7,586599.1,69.4,181893.4,4.41,16.8
3.93,32.9,586599.9,69.7,181910,4.41,16.9
3.94,33.1,586600.7,70.1,181926.6,4.41,16.9
3.95,33.2,586601.6,70.4,181943.2,4.41,17
3.96,33.4,586602.4,70.8,181959.8,4.41,17
3.97,33.6,586603.2,71.2,181976.4,4.41,17.1
3.98,33.8,586604.1,71.5,181993,4.41,17.1
3.99,33.9,586604.9,71.9,182009.6,4.41,17.2
4,34.1,586605.8,72.3,182026.2,4.41,17.2
4.01,34.3,586606.6,72.6,182042.8,4.41,17.2
4.02,34.4,586607.5,73,182059.4,4.41,17.3
4.03,34.6,586608.3,73.4,182076,4.41,17.3
4.04,34.8,586609.2,73.8,182092.6,4.42,17.4
4.05,35,586610,74.1,182109.2,4.42,17.4
4.06,35.1,586610.9,74.5,182125.8,4.42,17.5
4.07,35.3,586611.8,74.9,182142.5,4.42,17.5
4.08,35.5,586612.6,75.3,182159.1,4.42,17.6
4.09,35.7,586613.5,75.6,182175.7,4.42,17.6
4.1,35.8,586614.4,76,182192.3,4.42,17.6
4.11,36,586615.2,76.4,182208.9,4.42,17.7
4.12,36.2,586616.1,76.8,182225.5,4.42,17.7
4.13,36.4,586617,77.2,182242.2,4.42,17.8
4.14,36.5,586617.8,77.5,182258.8,4.42,17.8
4.15,36.7,586618.7,77.9,182275.4,4.42,17.9
4.16,36.9,586619.6,78.3,182292,4.42,17.9
4.17,37.1,586620.5,78.7,182308.7,4.42,17.9
4.18,37.3,586621.4,79.1,182325.3,4.42,18
4.19,37.4,586622.3,79.5,182341.9,4.42,18
4.2,37.6,586623.2,79.9,182358.5,4.42,18.1
4.21,37.8,586624,80.2,182375.2,4.43,18.1
4.22,38,586624.9,80.6,182391.8,4.43,18.2
4.23,38.2,586625.8,81,182408.4,4.43,18.2
4.24,38.3,586626.7,81.4,182425.1,4.43,18.3
4.25,38.5,586627.6,81.8,182441.7,4.43,18.3
4.26,38.7,586628.5,82.2,182458.3,4.43,18.3
4.27,38.9,586629.4,82.6,182475,4.43,18.4
4.28,39.1,586630.3,83,182491.6,4.43,18.4
4.29,39.3,586631.3,83.4,182508.3,4.43,18.5
4.3,39.5,586632.2,83.8,182524.9,4.43,18.5
4.31,39.6,586633.1,84.2,182541.5,4.43,18.6
4.32,39.8,586634,84.6,182558.2,4.43,18.6
4.33,40,586634.9,85,182574.8,4.43,18.7
4.34,40.2,586635.8,85.4,182591.5,4.43,18.7
4.35,40.4,586636.8,85.8,182608.1,4.43,18.7
4.36,40.6,586637.7,86.2,182624.8,4.43,18.8
4.37,40.8,586638.6,86.6,182641.4,4.43,18.8
4.38,40.9,586639.5,87,182658.1,4.43,18.9
4.39,41.1,586640.5,87.4,182674.7,4.44,18.9
4.4,41.3,586641.4,87.8,182691.4,4.44,19
4.41,41.5,586642.3,88.2,182708,4.44,19
4.42,41.7,586643.3,88.6,182724.7,4.44,19.1
4.43,41.9,586644.2,89.1,182741.3,4.44,19.1
4.44,42.1,586645.2,89.5,182758,4.44,19.1
4.45,42.3,586646.1,89.9,182774.7,4.44,19.2
4.46,42.5,586647,90.3,182791.3,4.44,19.2
4.47,42.7,586648,90.7,182808,4.44,19.3
4.48,42.9,586648.9,91.1,182824.7,4.44,19.3
4.49,43.1,586649.9,91.5,182841.3,4.44,19.4
4.5,43.2,586650.9,92,182858,4.44,19.4
4.51,43.4,586651.8,92.4,182874.7,4.44,19.5
4.52,43.6,586652.8,92.8,182891.3,4.44,19.5
4.53,43.8,586653.7,93.2,182908,4.44,19.5
4.54,44,586654.7,93.6,182924.7,4.44,19.6
4.55,44.2,586655.7,94.1,182941.3,4.44,19.6
4.56,44.4,586656.6,94.5,182958,4.45,19.7
4.57,44.6,586657.6,94.9,182974.7,4.45,19.7
4.58,44.8,586658.6,95.3,182991.4,4.45,19.8
4.59,45,586659.5,95.8,183008,4.45,19.8
4.6,45.2,586660.5,96.2,183024.7,4.45,19.9
4.61,45.4,586661.5,96.6,183041.4,4.45,19.9
4.62,45.6,586662.5,97.1,183058.1,4.45,19.9
4.63,45.8,586663.5,97.5,183074.8,4.45,20
4.64,46,586664.5,97.9,183091.4,4.45,20
4.65,46.2,586665.4,98.4,183108.1,4.45,20.1
4.66,46.4,586666.4,98.8,183124.8,4.45,20.1
4.67,46.6,586667.4,99.2,183141.5,4.45,20.2
4.68,46.8,586668.4,99.7,183158.2,4.45,20.2
4.69,47,586669.4,100.1,183174.9,4.45,20.3
4.7,47.2,586670.4,100.5,183191.6,4.45,20.3
4.71,47.4,586671.4,101,183208.3,4.45,20.3
4.72,47.6,586672.4,101.4,183225,4.45,20.4
4.73,47.8,586673.4,101.9,183241.6,4.46,20.4
4.74,48,586674.4,102.3,183258.3,4.46,20.5
4.75,48.2,586675.4,102.7,183275,4.46,20.5
4.76,48.4,586676.4,103.2,183291.7,4.46,20.6
4.77,48.6,586677.5,103.6,183308.4,4.46,20.6
4.78,48.9,586678.5,104.1,183325.1,4.46,20.7
4.79,49.1,586679.5,104.5,183341.8,4.46,20.7
4.8,49.3,586680.5,105,183358.5,4.46,20.7
4.81,49.5,586681.5,105.4,183375.2,4.46,20.8
