Time_s,Height_m,Thrust_N,Drag_N,Inertial_Force_N,Accel_ms2,Velocity_ms
16.7,629,589455.2,1417.6,204055,5.21,78.2
16.71,629.7,589458.9,1419.4,204073,5.21,78.2
16.72,630.5,589462.5,1421.2,204091.1,5.21,78.3
16.73,631.3,589466.1,1423,204109.1,5.21,78.3
16.74,632.1,589469.8,1424.9,204127.1,5.21,78.4
16.75,632.9,589473.4,1426.7,204145.2,5.21,78.4
16.76,633.7,589477.1,1428.5,204163.2,5.21,78.5
16.77,634.4,589480.7,1430.3,204181.3,5.22,78.5
16.78,635.2,589484.4,1432.1,204199.3,5.22,78.6
16.79,636,589488,1433.9,204217.3,5.22,78.6
16.8,636.8,589491.7,1435.7,204235.4,5.22,78.7
16.81,637.6,589495.4,1437.5,204253.4,5.22,78.7
16.82,638.4,589499,1439.4,204271.4,5.22,78.8
16.83,639.2,589502.7,1441.2,204289.5,5.22,78.8
16.84,639.9,589506.4,1443,204307.5,5.22,78.9
16.85,640.7,589510,1444.8,204325.6,5.22,79
16.86,641.5,589513.7,1446.6,204343.6,5.22,79
16.87,642.3,589517.4,1448.5,204361.7,5.22,79.1
16.88,643.1,589521,1450.3,204379.7,5.22,79.1
16.89,643.9,589524.7,1452.1,204397.8,5.22,79.2
16.9,644.7,589528.4,1453.9,204415.8,5.22,79.2
16.91,645.5,589532.1,1455.8,204433.9,5.22,79.3
16.92,646.3,589535.8,1457.6,204451.9,5.23,79.3
16.93,647.1,589539.5,1459.4,204470,5.23,79.4
16.94,647.9,589543.1,1461.3,204488,5.23,79.4
16.95,648.7,589546.8,1463.1,204506.1,5.23,79.5
16.96,649.5,589550.5,1464.9,204524.1,5.23,79.5
16.97,650.3,589554.2,1466.8,204542.2,5.23,79.6
16.98,651,589557.9,1468.6,204560.2,5.23,79.6
16.99,651.8,589561.6,1470.4,204578.3,5.23,79.7
17,652.6,589565.3,1472.3,204596.4,5.23,79.7
17.01,653.4,589569,1474.1,204614.4,5.23,79.8
17.02,654.2,589572.7,1476,204632.5,5.23,79.8
17.03,655,589576.4,1477.8,204650.5,5.23,79.9
17.04,655.8,589580.1,1479.6,204668.6,5.23,79.9
17.05,656.6,589583.8,1481.5,204686.7,5.23,80
17.06,657.4,589587.6,1483.3,204704.7,5.23,80
17.07,658.2,589591.3,1485.2,204722.8,5.24,80.1
17.08,659,589595,1487,204740.9,5.24,80.2
17.09,659.8,589598.7,1488.9,204758.9,5.24,80.2
17.1,660.6,589602.4,1490.7,204777,5.24,80.3
17.11,661.4,589606.2,1492.6,204795.1,5.24,80.3
17.12,662.2,589609.9,1494.4,204813.1,5.24,80.4
17.13,663,589613.6,1496.3,204831.2,5.24,80.4
17.14,663.9,589617.3,1498.2,204849.3,5.24,80.5
17.15,664.7,589621.1,1500,204867.3,5.24,80.5
17.16,665.5,589624.8,1501.9,204885.4,5.24,80.6
17.17,666.3,589628.5,1503.7,204903.5,5.24,80.6
17.18,667.1,589632.3,1505.6,204921.6,5.24,80.7
17.19,667.9,589636,1507.5,204939.7,5.24,80.7
17.2,668.7,589639.8,1509.3,204957.7,5.24,80.8
17.21,669.5,589643.5,1511.2,204975.8,5.25,80.8
17.22,670.3,589647.3,1513.1,204993.9,5.25,80.9
17.23,671.1,589651,1514.9,205012,5.25,80.9
17.24,671.9,589654.8,1516.8,205030,5.25,81
17.25,672.7,589658.5,1518.7,205048.1,5.25,81
17.26,673.5,589662.3,1520.5,205066.2,5.25,81.1
17.27,674.4,589666,1522.4,205084.3,5.25,81.2
17.28,675.2,589669.8,1524.3,205102.4,5.25,81.2
17.29,676,589673.5,1526.2,205120.5,5.25,81.3
17.3,676.8,589677.3,1528,205138.6,5.25,81.3
17.31,677.6,589681.1,1529.9,205156.6,5.25,81.4
17.32,678.4,589684.8,1531.8,205174.7,5.25,81.4
17.33,679.2,589688.6,1533.7,205192.8,5.25,81.5
17.34,680.1,589692.4,1535.6,205210.9,5.25,81.5
17.35,680.9,589696.2,1537.4,205229,5.25,81.6
17.36,681.7,589699.9,1539.3,205247.1,5.26,81.6
17.37,682.5,589703.7,1541.2,205265.2,5.26,81.7
17.38,683.3,589707.5,1543.1,205283.3,5.26,81.7
17.39,684.1,589711.3,1545,205301.4,5.26,81.8
17.4,685,589715.1,1546.9,205319.5,5.26,81.8
17.41,685.8,589718.9,1548.8,205337.6,5.26,81.9
17.42,686.6,589722.7,1550.6,205355.7,5.26,81.9
17.43,687.4,589726.4,1552.5,205373.8,5.26,82
17.44,688.2,589730.2,1554.4,205391.9,5.26,82
17.45,689.1,589734,1556.3,205410,5.26,82.1
17.46,689.9,589737.8,1558.2,205428.1,5.26,82.1
17.47,690.7,589741.6,1560.1,205446.2,5.26,82.2
17.48,691.5,589745.4,1562,205464.3,5.26,82.3
17.49,692.3,589749.2,1563.9,205482.4,5.26,82.3
17.5,693.2,589753.1,1565.8,205500.5,5.26,82.4
17.51,694,589756.9,1567.7,205518.6,5.27,82.4
17.52,694.8,589760.7,1569.6,205536.7,5.27,82.5
17.53,695.6,589764.5,1571.5,205554.8,5.27,82.5
17.54,696.5,589768.3,1573.4,205572.9,5.27,82.6
17.55,697.3,589772.1,1575.3,205591.1,5.27,82.6
17.56,698.1,589775.9,1577.3,205609.2,5.27,82.7
17.57,698.9,589779.8,1579.2,205627.3,5.27,82.7
17.58,699.8,589783.6,1581.1,205645.4,5.27,82.8
17.59,700.6,589787.4,1583,205663.5,5.27,82.8
17.6,701.4,589791.2,1584.9,205681.6,5.27,82.9
17.61,702.3,589795.1,1586.8,205699.7,5.27,82.9
17.62,703.1,589798.9,1588.7,205717.9,5.27,83
17.63,703.9,589802.7,1590.6,205736,5.27,83
17.64,704.7,589806.6,1592.6,205754.1,5.27,83.1
17.65,705.6,589810.4,1594.5,205772.2,5.28,83.2
17.66,706.4,589814.3,1596.4,205790.3,5.28,83.2
17.67,707.2,589818.1,1598.3,205808.5,5.28,83.3
17.68,708.1,589821.9,1600.3,205826.6,5.28,83.3
17.69,708.9,589825.8,1602.2,205844.7,5.28,83.4
17.7,709.7,589829.6,1604.1,205862.8,5.28,83.4
17.71,710.6,589833.5,1606,205881,5.28,83.5
17.72,711.4,589837.3,1608,205899.1,5.28,83.5
17.73,712.2,589841.2,1609.9,205917.2,5.28,83.6
17.74,713.1,589845.1,1611.8,205935.3,5.28,83.6
17.75,713.9,589848.9,1613.8,205953.5,5.28,83.7
17.76,714.8,589852.8,1615.7,205971.6,5.28,83.7
17.77,715.6,589856.6,1617.6,205989.7,5.28,83.8
17.78,716.4,589860.5,1619.6,206007.9,5.28,83.8
17.79,717.3,589864.4,1621.5,206026,5.28,83.9
17.8,718.1,589868.3,1623.4,206044.1,5.29,83.9
17.81,718.9,589872.1,1625.4,206062.3,5.29,84
17.82,719.8,589876,1627.3,206080.4,5.29,84
17.83,720.6,589879.9,1629.3,206098.5,5.29,84.1
17.84,721.5,589883.8,1631.2,206116.7,5.29,84.2
17.85,722.3,589887.6,1633.1,206134.8,5.29,84.2
17.86,723.2,589891.5,1635.1,206153,5.29,84.3
17.87,724,589895.4,1637,206171.1,5.29,84.3
17.88,724.8,589899.3,1639,206189.2,5.29,84.4
17.89,725.7,589903.2,1640.9,206207.4,5.29,84.4
17.9,726.5,589907.1,1642.9,206225.5,5.29,84.5
17.91,727.4,589911,1644.8,206243.7,5.29,84.5
17.92,728.2,589914.9,1646.8,206261.8,5.29,84.6
17.93,729.1,589918.8,1648.7,206280,5.29,84.6
17.94,729.9,589922.7,1650.7,206298.1,5.3,84.7
17.95,730.8,589926.6,1652.7,206316.3,5.3,84.7
17.96,731.6,589930.5,1654.6,206334.4,5.3,84.8
17.97,732.5,589934.4,1656.6,206352.6,5.3,84.8
17.98,733.3,589938.3,1658.5,206370.7,5.3,84.9
17.99,734.2,589942.2,1660.5,206388.9,5.3,84.9
18,735,589946.1,1662.5,206407,5.3,85
18.01,735.9,589950,1664.4,206425.2,5.3,85.1
18.02,736.7,589953.9,1666.4,206443.3,5.3,85.1
18.03,737.6,589957.9,1668.3,206461.5,5.3,85.2
18.04,738.4,589961.8,1670.3,206479.7,5.3,85.2
18.05,739.3,589965.7,1672.3,206497.8,5.3,85.3
18.06,740.1,589969.6,1674.3,206516,5.3,85.3
18.07,741,589973.6,1676.2,206534.1,5.3,85.4
18.08,741.8,589977.5,1678.2,206552.3,5.3,85.4
18.09,742.7,589981.4,1680.2,206570.5,5.31,85.5
18.1,743.5,589985.4,1682.1,206588.6,5.31,85.5
18.11,744.4,589989.3,1684.1,206606.8,5.31,85.6
18.12,745.2,589993.2,1686.1,206624.9,5.31,85.6
18.13,746.1,589997.2,1688.1,206643.1,5.31,85.7
18.14,747,590001.1,1690.1,206661.3,5.31,85.7
18.15,747.8,590005.1,1692,206679.4,5.31,85.8
18.16,748.7,590009,1694,206697.6,5.31,85.8
18.17,749.5,590013,1696,206715.8,5.31,85.9
18.18,750.4,590016.9,1698,206733.9,5.31,86
18.19,751.2,590020.9,1700,206752.1,5.31,86
18.2,752.1,590024.8,1702,206770.3,5.31,86.1
18.21,753,590028.8,1704,206788.5,5.31,86.1
18.22,753.8,590032.7,1705.9,206806.6,5.31,86.2
18.23,754.7,590036.7,1707.9,206824.8,5.32,86.2
18.24,755.6,590040.7,1709.9,206843,5.32,86.3
18.25,756.4,590044.6,1711.9,206861.2,5.32,86.3
18.26,757.3,590048.6,1713.9,206879.3,5.32,86.4
18.27,758.1,590052.6,1715.9,206897.5,5.32,86.4
18.28,759,590056.5,1717.9,206915.7,5.32,86.5
18.29,759.9,590060.5,1719.9,206933.9,5.32,86.5
18.3,760.7,590064.5,1721.9,206952.1,5.32,86.6
18.31,761.6,590068.5,1723.9,206970.2,5.32,86.6
18.32,762.5,590072.4,1725.9,206988.4,5.32,86.7
18.33,763.3,590076.4,1727.9,207006.6,5.32,86.8
18.34,764.2,590080.4,1729.9,207024.8,5.32,86.8
18.35,765.1,590084.4,1731.9,207043,5.32,86.9
18.36,765.9,590088.4,1733.9,207061.2,5.32,86.9
18.37,766.8,590092.4,1735.9,207079.4,5.32,87
18.38,767.7,590096.4,1738,207097.5,5.33,87
18.39,768.6,590100.4,1740,207115.7,5.33,87.1
18.4,769.4,590104.4,1742,207133.9,5.33,87.1
18.41,770.3,590108.4,1744,207152.1,5.33,87.2
18.42,771.2,590112.4,1746,207170.3,5.33,87.2
18.43,772,590116.4,1748,207188.5,5.33,87.3
18.44,772.9,590120.4,1750,207206.7,5.33,87.3
18.45,773.8,590124.4,1752.1,207224.9,5.33,87.4
18.46,774.7,590128.4,1754.1,207243.1,5.33,87.4
18.47,775.5,590132.4,1756.1,207261.3,5.33,87.5
18.48,776.4,590136.4,1758.1,207279.5,5.33,87.6
18.49,777.3,590140.4,1760.1,207297.7,5.33,87.6
18.5,778.2,590144.5,1762.2,207315.9,5.33,87.7
18.51,779,590148.5,1764.2,207334.1,5.33,87.7
18.52,779.9,590152.5,1766.2,207352.3,5.34,87.8
18.53,780.8,590156.5,1768.3,207370.5,5.34,87.8
18.54,781.7,590160.6,1770.3,207388.7,5.34,87.9
18.55,782.6,590164.6,1772.3,207406.9,5.34,87.9
18.56,783.4,590168.6,1774.3,207425.1,5.34,88
18.57,784.3,590172.6,1776.4,207443.3,5.34,88
18.58,785.2,590176.7,1778.4,207461.5,5.34,88.1
18.59,786.1,590180.7,1780.5,207479.7,5.34,88.1
18.6,787,590184.8,1782.5,207497.9,5.34,88.2
18.61,787.8,590188.8,1784.5,207516.1,5.34,88.2
18.62,788.7,590192.8,1786.6,207534.4,5.34,88.3
18.63,789.6,590196.9,1788.6,207552.6,5.34,88.4
18.64,790.5,590200.9,1790.6,207570.8,5.34,88.4
18.65,791.4,590205,1792.7,207589,5.34,88.5
18.66,792.3,590209,1794.7,207607.2,5.35,88.5
18.67,793.1,590213.1,1796.8,207625.4,5.35,88.6
18.68,794,590217.2,1798.8,207643.6,5.35,88.6
18.69,794.9,590221.2,1800.9,207661.9,5.35,88.7
18.7,795.8,590225.3,1802.9,207680.1,5.35,88.7
18.71,796.7,590229.3,1805,207698.3,5.35,88.8
18.72,797.6,590233.4,1807,207716.5,5.35,88.8
18.73,798.5,590237.5,1809.1,207734.7,5.35,88.9
18.74,799.4,590241.5,1811.1,207753,5.35,88.9
18.75,800.2,590245.6,1813.2,207771.2,5.35,89
18.76,801.1,590249.7,1815.2,207789.4,5.35,89
18.77,802,590253.8,1817.3,207807.6,5.35,89.1
18.78,802.9,590257.8,1819.4,207825.8,5.35,89.2
18.79,803.8,590261.9,1821.4,207844.1,5.35,89.2
18.8,804.7,590266,1823.5,207862.3,5.35,89.3
18.81,805.6,590270.1,1825.6,207880.5,5.36,89.3
18.82,806.5,590274.2,1827.6,207898.8,5.36,89.4
18.83,807.4,590278.2,1829.7,207917,5.36,89.4
18.84,808.3,590282.3,1831.7,207935.2,5.36,89.5
18.85,809.2,590286.4,1833.8,207953.5,5.36,89.5
18.86,810.1,590290.5,1835.9,207971.7,5.36,89.6
18.87,811,590294.6,1838,207989.9,5.36,89.6
18.88,811.9,590298.7,1840,208008.2,5.36,89.7
18.89,812.8,590302.8,1842.1,208026.4,5.36,89.7
18.9,813.7,590306.9,1844.2,208044.6,5.36,89.8
18.91,814.6,590311,1846.3,208062.9,5.36,89.9
18.92,815.5,590315.1,1848.3,208081.1,5.36,89.9
18.93,816.4,590319.2,1850.4,208099.3,5.36,90
18.94,817.3,590323.4,1852.5,208117.6,5.36,90
18.95,818.2,590327.5,1854.6,208135.8,5.37,90.1
18.96,819.1,590331.6,1856.6,208154.1,5.37,90.1
18.97,820,590335.7,1858.7,208172.3,5.37,90.2
18.98,820.9,590339.8,1860.8,208190.5,5.37,90.2
18.99,821.8,590343.9,1862.9,208208.8,5.37,90.3
19,822.7,590348.1,1865,208227,5.37,90.3
19.01,823.6,590352.2,1867.1,208245.3,5.37,90.4
19.02,824.5,590356.3,1869.2,208263.5,5.37,90.4
19.03,825.4,590360.4,1871.3,208281.8,5.37,90.5
19.04,826.3,590364.6,1873.3,208300,5.37,90.5
19.05,827.2,590368.7,1875.4,208318.3,5.37,90.6
19.06,828.1,590372.8,1877.5,208336.5,5.37,90.7
19.07,829,590377,1879.6,208354.8,5.37,90.7
19.08,829.9,590381.1,1881.7,208373,5.37,90.8
19.09,830.8,590385.3,1883.8,208391.3,5.37,90.8
19.1,831.7,590389.4,1885.9,208409.5,5.38,90.9
19.11,832.6,590393.6,1888,208427.8,5.38,90.9
19.12,833.5,590397.7,1890.1,208446,5.38,91
19.13,834.5,590401.9,1892.2,208464.3,5.38,91
19.14,835.4,590406,1894.3,208482.6,5.38,91.1
19.15,836.3,590410.2,1896.4,208500.8,5.38,91.1
19.16,837.2,590414.3,1898.5,208519.1,5.38,91.2
19.17,838.1,590418.5,1900.6,208537.3,5.38,91.2
19.18,839,590422.6,1902.8,208555.6,5.38,91.3
19.19,839.9,590426.8,1904.9,208573.9,5.38,91.4
19.2,840.8,590431,1907,208592.1,5.38,91.4
19.21,841.8,590435.1,1909.1,208610.4,5.38,91.5
19.22,842.7,590439.3,1911.2,208628.7,5.38,91.5
19.23,843.6,590443.5,1913.3,208646.9,5.38,91.6
19.24,844.5,590447.6,1915.4,208665.2,5.39,91.6
19.25,845.4,590451.8,1917.6,208683.5,5.39,91.7
19.26,846.3,590456,1919.7,208701.7,5.39,91.7
19.27,847.3,590460.2,1921.8,208720,5.39,91.8
19.28,848.2,590464.4,1923.9,208738.3,5.39,91.8
19.29,849.1,590468.5,1926,208756.5,5.39,91.9
19.3,850,590472.7,1928.2,208774.8,5.39,91.9
19.31,850.9,590476.9,1930.3,208793.1,5.39,92
19.32,851.8,590481.1,1932.4,208811.4,5.39,92.1
19.33,852.8,590485.3,1934.5,208829.6,5.39,92.1
19.34,853.7,590489.5,1936.7,208847.9,5.39,92.2
19.35,854.6,590493.7,1938.8,208866.2,5.39,92.2
19.36,855.5,590497.9,1940.9,208884.5,5.39,92.3
19.37,856.5,590502.1,1943.1,208902.7,5.39,92.3
19.38,857.4,590506.3,1945.2,208921,5.4,92.4
19.39,858.3,590510.5,1947.3,208939.3,5.4,92.4
19.4,859.2,590514.7,1949.5,208957.6,5.4,92.5
19.41,860.2,590518.9,1951.6,208975.9,5.4,92.5
19.42,861.1,590523.1,1953.7,208994.1,5.4,92.6
19.43,862,590527.3,1955.9,209012.4,5.4,92.6
19.44,862.9,590531.5,1958,209030.7,5.4,92.7
19.45,863.9,590535.8,1960.2,209049,5.4,92.8
19.46,864.8,590540,1962.3,209067.3,5.4,92.8
19.47,865.7,590544.2,1964.5,209085.6,5.4,92.9
19.48,866.6,590548.4,1966.6,209103.9,5.4,92.9
19.49,867.6,590552.6,1968.7,209122.2,5.4,93
19.5,868.5,590556.9,1970.9,209140.4,5.4,93
19.51,869.4,590561.1,1973,209158.7,5.4,93.1
19.52,870.4,590565.3,1975.2,209177,5.41,93.1
19.53,871.3,590569.6,1977.3,209195.3,5.41,93.2
19.54,872.2,590573.8,1979.5,209213.6,5.41,93.2
19.55,873.2,590578,1981.7,209231.9,5.41,93.3
19.56,874.1,590582.3,1983.8,209250.2,5.41,93.4
19.57,875,590586.5,1986,209268.5,5.41,93.4
19.58,876,590590.8,1988.1,209286.8,5.41,93.5
19.59,876.9,590595,1990.3,209305.1,5.41,93.5
19.6,877.8,590599.3,1992.4,209323.4,5.41,93.6
19.61,878.8,590603.5,1994.6,209341.7,5.41,93.6
19.62,879.7,590607.8,1996.8,209360,5.41,93.7
19.63,880.6,590612,1998.9,209378.3,5.41,93.7
19.64,881.6,590616.3,2001.1,209396.6,5.41,93.8
19.65,882.5,590620.5,2003.3,209414.9,5.41,93.8
19.66,883.5,590624.8,2005.4,209433.2,5.41,93.9
19.67,884.4,590629,2007.6,209451.5,5.42,93.9
19.68,885.3,590633.3,2009.8,209469.8,5.42,94
19.69,886.3,590637.6,2012,209488.1,5.42,94.1
19.7,887.2,590641.8,2014.1,209506.4,5.42,94.1
19.71,888.2,590646.1,2016.3,209524.7,5.42,94.2
19.72,889.1,590650.4,2018.5,209543,5.42,94.2
19.73,890,590654.7,2020.7,209561.4,5.42,94.3
19.74,891,590658.9,2022.8,209579.7,5.42,94.3
19.75,891.9,590663.2,2025,209598,5.42,94.4
19.76,892.9,590667.5,2027.2,209616.3,5.42,94.4
19.77,893.8,590671.8,2029.4,209634.6,5.42,94.5
19.78,894.8,590676.1,2031.6,209652.9,5.42,94.5
19.79,895.7,590680.4,2033.7,209671.2,5.42,94.6
19.8,896.7,590684.6,2035.9,209689.6,5.42,94.7
19.81,897.6,590688.9,2038.1,209707.9,5.43,94.7
19.82,898.5,590693.2,2040.3,209726.2,5.43,94.8
19.83,899.5,590697.5,2042.5,209744.5,5.43,94.8
19.84,900.4,590701.8,2044.7,209762.8,5.43,94.9
19.85,901.4,590706.1,2046.9,209781.1,5.43,94.9
19.86,902.3,590710.4,2049.1,209799.5,5.43,95
19.87,903.3,590714.7,2051.3,209817.8,5.43,95
19.88,904.2,590719,2053.5,209836.1,5.43,95.1
19.89,905.2,590723.3,2055.7,209854.4,5.43,95.1
19.9,906.1,590727.7,2057.8,209872.8,5.43,95.2
19.91,907.1,590732,2060,209891.1,5.43,95.2
19.92,908.1,590736.3,2062.2,209909.4,5.43,95.3
19.93,909,590740.6,2064.4,209927.7,5.43,95.4
19.94,910,590744.9,2066.7,209946.1,5.43,95.4
19.95,910.9,590749.2,2068.9,209964.4,5.44,95.5
19.96,911.9,590753.6,2071.1,209982.7,5.44,95.5
19.97,912.8,590757.9,2073.3,210001.1,5.44,95.6
19.98,913.8,590762.2,2075.5,210019.4,5.44,95.6
19.99,914.7,590766.5,2077.7,210037.7,5.44,95.7
20,915.7,590770.9,2079.9,210056.1,5.44,95.7
20.01,916.7,590775.2,2082.1,210074.4,5.44,95.8
20.02,917.6,590779.5,2084.3,210092.7,5.44,95.8
20.03,918.6,590783.9,2086.5,210111.1,5.44,95.9
20.04,919.5,590788.2,2088.8,210129.4,5.44,96
20.05,920.5,590792.5,2091,210147.7,5.44,96
20.06,921.4,590796.9,2093.2,210166.1,5.44,96.1
20.07,922.4,590801.2,2095.4,210184.4,5.44,96.1
20.08,923.4,590805.6,2097.6,210202.8,5.44,96.2
20.09,924.3,590809.9,2099.8,210221.1,5.45,96.2
20.1,925.3,590814.3,2102.1,210239.5,5.45,96.3
20.11,926.3,590818.6,2104.3,210257.8,5.45,96.3
20.12,927.2,590823,2106.5,210276.1,5.45,96.4
20.13,928.2,590827.3,2108.7,210294.5,5.45,96.4
20.14,929.2,590831.7,2111,210312.8,5.45,96.5
20.15,930.1,590836.1,2113.2,210331.2,5.45,96.6
20.16,931.1,590840.4,2115.4,210349.5,5.45,96.6
20.17,932,590844.8,2117.7,210367.9,5.45,96.7
20.18,933,590849.2,2119.9,210386.2,5.45,96.7
20.19,934,590853.5,2122.1,210404.6,5.45,96.8
20.2,935,590857.9,2124.4,210422.9,5.45,96.8
20.21,935.9,590862.3,2126.6,210441.3,5.45,96.9
20.22,936.9,590866.6,2128.8,210459.6,5.45,96.9
20.23,937.9,590871,2131.1,210478,5.46,97
20.24,938.8,590875.4,2133.3,210496.3,5.46,97
20.25,939.8,590879.8,2135.6,210514.7,5.46,97.1
20.26,940.8,590884.2,2137.8,210533.1,5.46,97.2
20.27,941.7,590888.5,2140,210551.4,5.46,97.2
20.28,942.7,590892.9,2142.3,210569.8,5.46,97.3
20.29,943.7,590897.3,2144.5,210588.1,5.46,97.3
20.3,944.7,590901.7,2146.8,210606.5,5.46,97.4
20.31,945.6,590906.1,2149,210624.8,5.46,97.4
20.32,946.6,590910.5,2151.3,210643.2,5.46,97.5
20.33,947.6,590914.9,2153.5,210661.6,5.46,97.5
20.34,948.6,590919.3,2155.8,210679.9,5.46,97.6
20.35,949.5,590923.7,2158,210698.3,5.46,97.6
20.36,950.5,590928.1,2160.3,210716.7,5.46,97.7
20.37,951.5,590932.5,2162.5,210735,5.47,97.8
20.38,952.5,590936.9,2164.8,210753.4,5.47,97.8
20.39,953.4,590941.3,2167.1,210771.8,5.47,97.9
20.4,954.4,590945.7,2169.3,210790.1,5.47,97.9
20.41,955.4,590950.2,2171.6,210808.5,5.47,98
20.42,956.4,590954.6,2173.8,210826.9,5.47,98
20.43,957.4,590959,2176.1,210845.2,5.47,98.1
20.44,958.3,590963.4,2178.4,210863.6,5.47,98.1
20.45,959.3,590967.8,2180.6,210882,5.47,98.2
20.46,960.3,590972.3,2182.9,210900.4,5.47,98.2
20.47,961.3,590976.7,2185.2,210918.7,5.47,98.3
20.48,962.3,590981.1,2187.4,210937.1,5.47,98.4
20.49,963.3,590985.5,2189.7,210955.5,5.47,98.4
20.5,964.2,590990,2192,210973.9,5.47,98.5
20.51,965.2,590994.4,2194.3,210992.2,5.48,98.5
20.52,966.2,590998.8,2196.5,211010.6,5.48,98.6
20.53,967.2,591003.3,2198.8,211029,5.48,98.6
20.54,968.2,591007.7,2201.1,211047.4,5.48,98.7
20.55,969.2,591012.2,2203.4,211065.8,5.48,98.7
20.56,970.2,591016.6,2205.7,211084.1,5.48,98.8
20.57,971.2,591021.1,2207.9,211102.5,5.48,98.9
20.58,972.1,591025.5,2210.2,211120.9,5.48,98.9
20.59,973.1,591030,2212.5,211139.3,5.48,99
20.6,974.1,591034.4,2214.8,211157.7,5.48,99
20.61,975.1,591038.9,2217.1,211176.1,5.48,99.1
20.62,976.1,591043.3,2219.4,211194.5,5.48,99.1
20.63,977.1,591047.8,2221.6,211212.8,5.48,99.2
20.64,978.1,591052.2,2223.9,211231.2,5.48,99.2
20.65,979.1,591056.7,2226.2,211249.6,5.48,99.3
20.66,980.1,591061.2,2228.5,211268,5.49,99.3
20.67,981.1,591065.6,2230.8,211286.4,5.49,99.4
20.68,982.1,591070.1,2233.1,211304.8,5.49,99.5
20.69,983.1,591074.6,2235.4,211323.2,5.49,99.5
20.7,984,591079.1,2237.7,211341.6,5.49,99.6
20.71,985,591083.5,2240,211360,5.49,99.6
20.72,986,591088,2242.3,211378.4,5.49,99.7
20.73,987,591092.5,2244.6,211396.8,5.49,99.7
20.74,988,591097,2246.9,211415.2,5.49,99.8
20.75,989,591101.4,2249.2,211433.6,5.49,99.8
20.76,990,591105.9,2251.5,211452,5.49,99.9
20.77,991,591110.4,2253.8,211470.4,5.49,99.9
20.78,992,591114.9,2256.1,211488.8,5.49,100
20.79,993,591119.4,2258.4,211507.2,5.49,100.1
20.8,994,591123.9,2260.7,211525.6,5.5,100.1
20.81,995,591128.4,2263,211544,5.5,100.2
20.82,996,591132.9,2265.4,211562.4,5.5,100.2
20.83,997,591137.4,2267.7,211580.8,5.5,100.3
20.84,998,591141.9,2270,211599.2,5.5,100.3
20.85,999,591146.4,2272.3,211617.6,5.5,100.4
20.86,1000,591150.9,2274.6,211636,5.5,100.4
20.87,1001.1,591155.4,2276.9,211654.4,5.5,100.5
20.88,1002.1,591159.9,2279.2,211672.8,5.5,100.6
20.89,1003.1,591164.4,2281.6,211691.2,5.5,100.6
20.9,1004.1,591168.9,2283.9,211709.6,5.5,100.7
20.91,1005.1,591173.5,2286.2,211728.1,5.5,100.7
20.92,1006.1,591178,2288.5,211746.5,5.5,100.8
20.93,1007.1,591182.5,2290.9,211764.9,5.5,100.8
20.94,1008.1,591187,2293.2,211783.3,5.51,100.9
20.95,1009.1,591191.5,2295.5,211801.7,5.51,100.9
20.96,1010.1,591196.1,2297.8,211820.1,5.51,101
20.97,1011.1,591200.6,2300.2,211838.6,5.51,101
20.98,1012.1,591205.1,2302.5,211857,5.51,101.1
20.99,1013.2,591209.7,2304.8,211875.4,5.51,101.2
21,1014.2,591214.2,2307.2,211893.8,5.51,101.2
21.01,1015.2,591218.7,2309.5,211912.2,5.51,101.3
21.02,1016.2,591223.3,2311.8,211930.6,5.51,101.3
21.03,1017.2,591227.8,2314.2,211949.1,5.51,101.4
21.04,1018.2,591232.3,2316.5,211967.5,5.51,101.4
21.05,1019.2,591236.9,2318.9,211985.9,5.51,101.5
21.06,1020.2,591241.4,2321.2,212004.3,5.51,101.5
21.07,1021.3,591246,2323.5,212022.8,5.51,101.6
21.08,1022.3,591250.5,2325.9,212041.2,5.52,101.7
21.09,1023.3,591255.1,2328.2,212059.6,5.52,101.7
21.1,1024.3,591259.6,2330.6,212078,5.52,101.8
21.11,1025.3,591264.2,2332.9,212096.5,5.52,101.8
21.12,1026.3,591268.7,2335.3,212114.9,5.52,101.9
21.13,1027.4,591273.3,2337.6,212133.3,5.52,101.9
21.14,1028.4,591277.9,2340,212151.8,5.52,102
21.15,1029.4,591282.4,2342.3,212170.2,5.52,102
21.16,1030.4,591287,2344.7,212188.6,5.52,102.1
21.17,1031.5,591291.6,2347,212207.1,5.52,102.2
21.18,1032.5,591296.1,2349.4,212225.5,5.52,102.2
21.19,1033.5,591300.7,2351.8,212243.9,5.52,102.3
21.2,1034.5,591305.3,2354.1,212262.4,5.52,102.3
21.21,1035.5,591309.9,2356.5,212280.8,5.52,102.4
21.22,1036.6,591314.4,2358.8,212299.2,5.53,102.4
21.23,1037.6,591319,2361.2,212317.7,5.53,102.5
21.24,1038.6,591323.6,2363.6,212336.1,5.53,102.5
21.25,1039.6,591328.2,2365.9,212354.6,5.53,102.6
21.26,1040.7,591332.8,2368.3,212373,5.53,102.6
21.27,1041.7,591337.4,2370.7,212391.4,5.53,102.7
21.28,1042.7,591341.9,2373,212409.9,5.53,102.8
21.29,1043.7,591346.5,2375.4,212428.3,5.53,102.8
21.3,1044.8,591351.1,2377.8,212446.8,5.53,102.9
21.31,1045.8,591355.7,2380.1,212465.2,5.53,102.9
21.32,1046.8,591360.3,2382.5,212483.7,5.53,103
21.33,1047.9,591364.9,2384.9,212502.1,5.53,103
